Well,All Events #Events,All Events %Parent,All Events FSC-A Mean,All Events FSC-A Median,All Events FSC-W Mean,All Events FSC-W Median,All Events SSC-A Mean,All Events SSC-A Median,All Events CD33 640 670/30-A Mean,All Events CD33 640 670/30-A Median,All Events CD45RA 640 730/45-A Mean,All Events CD45RA 640 730/45-A Median,All Events CD34 640 780/60-A Mean,All Events CD34 640 780/60-A Median,All Events CD90 561 582/15-A Mean,All Events CD90 561 582/15-A Median,All Events CD49f 561 670/14-A Mean,All Events CD49f 561 670/14-A Median,All Events CD38 561 780/60-A Mean,All Events CD38 561 780/60-A Median,All Events Lineage 488 530/30-A Mean,All Events Lineage 488 530/30-A Median,All Events CD7_CD10 V405 450/50-A Mean,All Events CD7_CD10 V405 450/50-A Median,All Events Live V405 525/50-A Mean,All Events Live V405 525/50-A Median,All Events CD45 V405 780/60-A Mean,All Events CD45 V405 780/60-A Median,All Events Time Mean,All Events Time Median,Cells #Events,Cells %Parent,Cells FSC-A Mean,Cells FSC-A Median,Cells FSC-W Mean,Cells FSC-W Median,Cells SSC-A Mean,Cells SSC-A Median,Cells CD33 640 670/30-A Mean,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Mean,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Mean,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Mean,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Mean,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Mean,Cells CD38 561 780/60-A Median,Cells Lineage 488 530/30-A Mean,Cells Lineage 488 530/30-A Median,Cells CD7_CD10 V405 450/50-A Mean,Cells CD7_CD10 V405 450/50-A Median,Cells Live V405 525/50-A Mean,Cells Live V405 525/50-A Median,Cells CD45 V405 780/60-A Mean,Cells CD45 V405 780/60-A Median,Cells Time Mean,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Mean,Singlets FSC-A Median,Singlets FSC-W Mean,Singlets FSC-W Median,Singlets SSC-A Mean,Singlets SSC-A Median,Singlets CD33 640 670/30-A Mean,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Mean,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Mean,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Mean,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Mean,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Mean,Singlets CD38 561 780/60-A Median,Singlets Lineage 488 530/30-A Mean,Singlets Lineage 488 530/30-A Median,Singlets CD7_CD10 V405 450/50-A Mean,Singlets CD7_CD10 V405 450/50-A Median,Singlets Live V405 525/50-A Mean,Singlets Live V405 525/50-A Median,Singlets CD45 V405 780/60-A Mean,Singlets CD45 V405 780/60-A Median,Singlets Time Mean,Singlets Time Median,Live #Events,Live %Parent,Live FSC-A Mean,Live FSC-A Median,Live FSC-W Mean,Live FSC-W Median,Live SSC-A Mean,Live SSC-A Median,Live CD33 640 670/30-A Mean,Live CD33 640 670/30-A Median,Live CD45RA 640 730/45-A Mean,Live CD45RA 640 730/45-A Median,Live CD34 640 780/60-A Mean,Live CD34 640 780/60-A Median,Live CD90 561 582/15-A Mean,Live CD90 561 582/15-A Median,Live CD49f 561 670/14-A Mean,Live CD49f 561 670/14-A Median,Live CD38 561 780/60-A Mean,Live CD38 561 780/60-A Median,Live Lineage 488 530/30-A Mean,Live Lineage 488 530/30-A Median,Live CD7_CD10 V405 450/50-A Mean,Live CD7_CD10 V405 450/50-A Median,Live Live V405 525/50-A Mean,Live Live V405 525/50-A Median,Live CD45 V405 780/60-A Mean,Live CD45 V405 780/60-A Median,Live Time Mean,Live Time Median,Lin- #Events,Lin- %Parent,Lin- FSC-A Mean,Lin- FSC-A Median,Lin- FSC-W Mean,Lin- FSC-W Median,Lin- SSC-A Mean,Lin- SSC-A Median,Lin- CD33 640 670/30-A Mean,Lin- CD33 640 670/30-A Median,Lin- CD45RA 640 730/45-A Mean,Lin- CD45RA 640 730/45-A Median,Lin- CD34 640 780/60-A Mean,Lin- CD34 640 780/60-A Median,Lin- CD90 561 582/15-A Mean,Lin- CD90 561 582/15-A Median,Lin- CD49f 561 670/14-A Mean,Lin- CD49f 561 670/14-A Median,Lin- CD38 561 780/60-A Mean,Lin- CD38 561 780/60-A Median,Lin- Lineage 488 530/30-A Mean,Lin- Lineage 488 530/30-A Median,Lin- CD7_CD10 V405 450/50-A Mean,Lin- CD7_CD10 V405 450/50-A Median,Lin- Live V405 525/50-A Mean,Lin- Live V405 525/50-A Median,Lin- CD45 V405 780/60-A Mean,Lin- CD45 V405 780/60-A Median,Lin- Time Mean,Lin- Time Median,CD33- #Events,CD33- %Parent,CD33- FSC-A Mean,CD33- FSC-A Median,CD33- FSC-W Mean,CD33- FSC-W Median,CD33- SSC-A Mean,CD33- SSC-A Median,CD33- CD33 640 670/30-A Mean,CD33- CD33 640 670/30-A Median,CD33- CD45RA 640 730/45-A Mean,CD33- CD45RA 640 730/45-A Median,CD33- CD34 640 780/60-A Mean,CD33- CD34 640 780/60-A Median,CD33- CD90 561 582/15-A Mean,CD33- CD90 561 582/15-A Median,CD33- CD49f 561 670/14-A Mean,CD33- CD49f 561 670/14-A Median,CD33- CD38 561 780/60-A Mean,CD33- CD38 561 780/60-A Median,CD33- Lineage 488 530/30-A Mean,CD33- Lineage 488 530/30-A Median,CD33- CD7_CD10 V405 450/50-A Mean,CD33- CD7_CD10 V405 450/50-A Median,CD33- Live V405 525/50-A Mean,CD33- Live V405 525/50-A Median,CD33- CD45 V405 780/60-A Mean,CD33- CD45 V405 780/60-A Median,CD33- Time Mean,CD33- Time Median,CD34+/CD45+ #Events,CD34+/CD45+ %Parent,CD34+/CD45+ FSC-A Mean,CD34+/CD45+ FSC-A Median,CD34+/CD45+ FSC-W Mean,CD34+/CD45+ FSC-W Median,CD34+/CD45+ SSC-A Mean,CD34+/CD45+ SSC-A Median,CD34+/CD45+ CD33 640 670/30-A Mean,CD34+/CD45+ CD33 640 670/30-A Median,CD34+/CD45+ CD45RA 640 730/45-A Mean,CD34+/CD45+ CD45RA 640 730/45-A Median,CD34+/CD45+ CD34 640 780/60-A Mean,CD34+/CD45+ CD34 640 780/60-A Median,CD34+/CD45+ CD90 561 582/15-A Mean,CD34+/CD45+ CD90 561 582/15-A Median,CD34+/CD45+ CD49f 561 670/14-A Mean,CD34+/CD45+ CD49f 561 670/14-A Median,CD34+/CD45+ CD38 561 780/60-A Mean,CD34+/CD45+ CD38 561 780/60-A Median,CD34+/CD45+ Lineage 488 530/30-A Mean,CD34+/CD45+ Lineage 488 530/30-A Median,CD34+/CD45+ CD7_CD10 V405 450/50-A Mean,CD34+/CD45+ CD7_CD10 V405 450/50-A Median,CD34+/CD45+ Live V405 525/50-A Mean,CD34+/CD45+ Live V405 525/50-A Median,CD34+/CD45+ CD45 V405 780/60-A Mean,CD34+/CD45+ CD45 V405 780/60-A Median,CD34+/CD45+ Time Mean,CD34+/CD45+ Time Median,CD34+/CD38- #Events,CD34+/CD38- %Parent,CD34+/CD38- FSC-A Mean,CD34+/CD38- FSC-A Median,CD34+/CD38- FSC-W Mean,CD34+/CD38- FSC-W Median,CD34+/CD38- SSC-A Mean,CD34+/CD38- SSC-A Median,CD34+/CD38- CD33 640 670/30-A Mean,CD34+/CD38- CD33 640 670/30-A Median,CD34+/CD38- CD45RA 640 730/45-A Mean,CD34+/CD38- CD45RA 640 730/45-A Median,CD34+/CD38- CD34 640 780/60-A Mean,CD34+/CD38- CD34 640 780/60-A Median,CD34+/CD38- CD90 561 582/15-A Mean,CD34+/CD38- CD90 561 582/15-A Median,CD34+/CD38- CD49f 561 670/14-A Mean,CD34+/CD38- CD49f 561 670/14-A Median,CD34+/CD38- CD38 561 780/60-A Mean,CD34+/CD38- CD38 561 780/60-A Median,CD34+/CD38- Lineage 488 530/30-A Mean,CD34+/CD38- Lineage 488 530/30-A Median,CD34+/CD38- CD7_CD10 V405 450/50-A Mean,CD34+/CD38- CD7_CD10 V405 450/50-A Median,CD34+/CD38- Live V405 525/50-A Mean,CD34+/CD38- Live V405 525/50-A Median,CD34+/CD38- CD45 V405 780/60-A Mean,CD34+/CD38- CD45 V405 780/60-A Median,CD34+/CD38- Time Mean,CD34+/CD38- Time Median,CD90+ HSC #Events,CD90+ HSC %Parent,CD90+ HSC FSC-A Mean,CD90+ HSC FSC-A Median,CD90+ HSC FSC-W Mean,CD90+ HSC FSC-W Median,CD90+ HSC SSC-A Mean,CD90+ HSC SSC-A Median,CD90+ HSC CD33 640 670/30-A Mean,CD90+ HSC CD33 640 670/30-A Median,CD90+ HSC CD45RA 640 730/45-A Mean,CD90+ HSC CD45RA 640 730/45-A Median,CD90+ HSC CD34 640 780/60-A Mean,CD90+ HSC CD34 640 780/60-A Median,CD90+ HSC CD90 561 582/15-A Mean,CD90+ HSC CD90 561 582/15-A Median,CD90+ HSC CD49f 561 670/14-A Mean,CD90+ HSC CD49f 561 670/14-A Median,CD90+ HSC CD38 561 780/60-A Mean,CD90+ HSC CD38 561 780/60-A Median,CD90+ HSC Lineage 488 530/30-A Mean,CD90+ HSC Lineage 488 530/30-A Median,CD90+ HSC CD7_CD10 V405 450/50-A Mean,CD90+ HSC CD7_CD10 V405 450/50-A Median,CD90+ HSC Live V405 525/50-A Mean,CD90+ HSC Live V405 525/50-A Median,CD90+ HSC CD45 V405 780/60-A Mean,CD90+ HSC CD45 V405 780/60-A Median,CD90+ HSC Time Mean,CD90+ HSC Time Median
A11,1,,"117,695","117,695","92,240","92,240","101,503","101,503",178,178,31,31,"3,454","3,454","4,070","4,070",492,492,857,857,175,175,158,158,370,370,"2,143","2,143","14,752","14,752",1,100,"117,695","117,695","92,240","92,240","101,503","101,503",178,178,31,31,"3,454","3,454","4,070","4,070",492,492,857,857,175,175,158,158,370,370,"2,143","2,143","14,752","14,752",1,100,"117,695","117,695","92,240","92,240","101,503","101,503",178,178,31,31,"3,454","3,454","4,070","4,070",492,492,857,857,175,175,158,158,370,370,"2,143","2,143","14,752","14,752",1,100,"117,695","117,695","92,240","92,240","101,503","101,503",178,178,31,31,"3,454","3,454","4,070","4,070",492,492,857,857,175,175,158,158,370,370,"2,143","2,143","14,752","14,752",1,100,"117,695","117,695","92,240","92,240","101,503","101,503",178,178,31,31,"3,454","3,454","4,070","4,070",492,492,857,857,175,175,158,158,370,370,"2,143","2,143","14,752","14,752",1,100,"117,695","117,695","92,240","92,240","101,503","101,503",178,178,31,31,"3,454","3,454","4,070","4,070",492,492,857,857,175,175,158,158,370,370,"2,143","2,143","14,752","14,752",1,100,"117,695","117,695","92,240","92,240","101,503","101,503",178,178,31,31,"3,454","3,454","4,070","4,070",492,492,857,857,175,175,158,158,370,370,"2,143","2,143","14,752","14,752",1,100,"117,695","117,695","92,240","92,240","101,503","101,503",178,178,31,31,"3,454","3,454","4,070","4,070",492,492,857,857,175,175,158,158,370,370,"2,143","2,143","14,752","14,752",1,100,"117,695","117,695","92,240","92,240","101,503","101,503",178,178,31,31,"3,454","3,454","4,070","4,070",492,492,857,857,175,175,158,158,370,370,"2,143","2,143","14,752","14,752"
A12,1,,"135,310","135,310","100,197","100,197","91,615","91,615",231,231,24,24,"2,640","2,640","10,917","10,917",465,465,845,845,270,270,50,50,571,571,"1,886","1,886","15,222","15,222",1,100,"135,310","135,310","100,197","100,197","91,615","91,615",231,231,24,24,"2,640","2,640","10,917","10,917",465,465,845,845,270,270,50,50,571,571,"1,886","1,886","15,222","15,222",1,100,"135,310","135,310","100,197","100,197","91,615","91,615",231,231,24,24,"2,640","2,640","10,917","10,917",465,465,845,845,270,270,50,50,571,571,"1,886","1,886","15,222","15,222",1,100,"135,310","135,310","100,197","100,197","91,615","91,615",231,231,24,24,"2,640","2,640","10,917","10,917",465,465,845,845,270,270,50,50,571,571,"1,886","1,886","15,222","15,222",1,100,"135,310","135,310","100,197","100,197","91,615","91,615",231,231,24,24,"2,640","2,640","10,917","10,917",465,465,845,845,270,270,50,50,571,571,"1,886","1,886","15,222","15,222",1,100,"135,310","135,310","100,197","100,197","91,615","91,615",231,231,24,24,"2,640","2,640","10,917","10,917",465,465,845,845,270,270,50,50,571,571,"1,886","1,886","15,222","15,222",1,100,"135,310","135,310","100,197","100,197","91,615","91,615",231,231,24,24,"2,640","2,640","10,917","10,917",465,465,845,845,270,270,50,50,571,571,"1,886","1,886","15,222","15,222",1,100,"135,310","135,310","100,197","100,197","91,615","91,615",231,231,24,24,"2,640","2,640","10,917","10,917",465,465,845,845,270,270,50,50,571,571,"1,886","1,886","15,222","15,222",1,100,"135,310","135,310","100,197","100,197","91,615","91,615",231,231,24,24,"2,640","2,640","10,917","10,917",465,465,845,845,270,270,50,50,571,571,"1,886","1,886","15,222","15,222"
B1,1,,"147,994","147,994","90,545","90,545","130,886","130,886",212,212,35,35,"3,276","3,276",984,984,989,989,181,181,202,202,60,60,499,499,"1,831","1,831","26,331","26,331",1,100,"147,994","147,994","90,545","90,545","130,886","130,886",212,212,35,35,"3,276","3,276",984,984,989,989,181,181,202,202,60,60,499,499,"1,831","1,831","26,331","26,331",1,100,"147,994","147,994","90,545","90,545","130,886","130,886",212,212,35,35,"3,276","3,276",984,984,989,989,181,181,202,202,60,60,499,499,"1,831","1,831","26,331","26,331",1,100,"147,994","147,994","90,545","90,545","130,886","130,886",212,212,35,35,"3,276","3,276",984,984,989,989,181,181,202,202,60,60,499,499,"1,831","1,831","26,331","26,331",1,100,"147,994","147,994","90,545","90,545","130,886","130,886",212,212,35,35,"3,276","3,276",984,984,989,989,181,181,202,202,60,60,499,499,"1,831","1,831","26,331","26,331",1,100,"147,994","147,994","90,545","90,545","130,886","130,886",212,212,35,35,"3,276","3,276",984,984,989,989,181,181,202,202,60,60,499,499,"1,831","1,831","26,331","26,331",1,100,"147,994","147,994","90,545","90,545","130,886","130,886",212,212,35,35,"3,276","3,276",984,984,989,989,181,181,202,202,60,60,499,499,"1,831","1,831","26,331","26,331",1,100,"147,994","147,994","90,545","90,545","130,886","130,886",212,212,35,35,"3,276","3,276",984,984,989,989,181,181,202,202,60,60,499,499,"1,831","1,831","26,331","26,331",1,100,"147,994","147,994","90,545","90,545","130,886","130,886",212,212,35,35,"3,276","3,276",984,984,989,989,181,181,202,202,60,60,499,499,"1,831","1,831","26,331","26,331"
B2,1,,"137,973","137,973","89,761","89,761","86,388","86,388",199,199,27,27,"3,857","3,857",186,186,303,303,777,777,135,135,286,286,291,291,"1,310","1,310","25,834","25,834",1,100,"137,973","137,973","89,761","89,761","86,388","86,388",199,199,27,27,"3,857","3,857",186,186,303,303,777,777,135,135,286,286,291,291,"1,310","1,310","25,834","25,834",1,100,"137,973","137,973","89,761","89,761","86,388","86,388",199,199,27,27,"3,857","3,857",186,186,303,303,777,777,135,135,286,286,291,291,"1,310","1,310","25,834","25,834",1,100,"137,973","137,973","89,761","89,761","86,388","86,388",199,199,27,27,"3,857","3,857",186,186,303,303,777,777,135,135,286,286,291,291,"1,310","1,310","25,834","25,834",1,100,"137,973","137,973","89,761","89,761","86,388","86,388",199,199,27,27,"3,857","3,857",186,186,303,303,777,777,135,135,286,286,291,291,"1,310","1,310","25,834","25,834",1,100,"137,973","137,973","89,761","89,761","86,388","86,388",199,199,27,27,"3,857","3,857",186,186,303,303,777,777,135,135,286,286,291,291,"1,310","1,310","25,834","25,834",1,100,"137,973","137,973","89,761","89,761","86,388","86,388",199,199,27,27,"3,857","3,857",186,186,303,303,777,777,135,135,286,286,291,291,"1,310","1,310","25,834","25,834",1,100,"137,973","137,973","89,761","89,761","86,388","86,388",199,199,27,27,"3,857","3,857",186,186,303,303,777,777,135,135,286,286,291,291,"1,310","1,310","25,834","25,834",1,100,"137,973","137,973","89,761","89,761","86,388","86,388",199,199,27,27,"3,857","3,857",186,186,303,303,777,777,135,135,286,286,291,291,"1,310","1,310","25,834","25,834"
B3,1,,"151,009","151,009","90,224","90,224","65,906","65,906",11,11,122,122,"3,712","3,712",654,654,"1,571","1,571",251,251,140,140,189,189,396,396,"1,892","1,892","24,939","24,939",1,100,"151,009","151,009","90,224","90,224","65,906","65,906",11,11,122,122,"3,712","3,712",654,654,"1,571","1,571",251,251,140,140,189,189,396,396,"1,892","1,892","24,939","24,939",1,100,"151,009","151,009","90,224","90,224","65,906","65,906",11,11,122,122,"3,712","3,712",654,654,"1,571","1,571",251,251,140,140,189,189,396,396,"1,892","1,892","24,939","24,939",1,100,"151,009","151,009","90,224","90,224","65,906","65,906",11,11,122,122,"3,712","3,712",654,654,"1,571","1,571",251,251,140,140,189,189,396,396,"1,892","1,892","24,939","24,939",1,100,"151,009","151,009","90,224","90,224","65,906","65,906",11,11,122,122,"3,712","3,712",654,654,"1,571","1,571",251,251,140,140,189,189,396,396,"1,892","1,892","24,939","24,939",1,100,"151,009","151,009","90,224","90,224","65,906","65,906",11,11,122,122,"3,712","3,712",654,654,"1,571","1,571",251,251,140,140,189,189,396,396,"1,892","1,892","24,939","24,939",1,100,"151,009","151,009","90,224","90,224","65,906","65,906",11,11,122,122,"3,712","3,712",654,654,"1,571","1,571",251,251,140,140,189,189,396,396,"1,892","1,892","24,939","24,939",1,100,"151,009","151,009","90,224","90,224","65,906","65,906",11,11,122,122,"3,712","3,712",654,654,"1,571","1,571",251,251,140,140,189,189,396,396,"1,892","1,892","24,939","24,939",1,100,"151,009","151,009","90,224","90,224","65,906","65,906",11,11,122,122,"3,712","3,712",654,654,"1,571","1,571",251,251,140,140,189,189,396,396,"1,892","1,892","24,939","24,939"
B4,1,,"86,536","86,536","85,407","85,407","99,110","99,110",58,58,43,43,"2,505","2,505","3,282","3,282",737,737,850,850,183,183,88,88,451,451,"2,101","2,101","24,583","24,583",1,100,"86,536","86,536","85,407","85,407","99,110","99,110",58,58,43,43,"2,505","2,505","3,282","3,282",737,737,850,850,183,183,88,88,451,451,"2,101","2,101","24,583","24,583",1,100,"86,536","86,536","85,407","85,407","99,110","99,110",58,58,43,43,"2,505","2,505","3,282","3,282",737,737,850,850,183,183,88,88,451,451,"2,101","2,101","24,583","24,583",1,100,"86,536","86,536","85,407","85,407","99,110","99,110",58,58,43,43,"2,505","2,505","3,282","3,282",737,737,850,850,183,183,88,88,451,451,"2,101","2,101","24,583","24,583",1,100,"86,536","86,536","85,407","85,407","99,110","99,110",58,58,43,43,"2,505","2,505","3,282","3,282",737,737,850,850,183,183,88,88,451,451,"2,101","2,101","24,583","24,583",1,100,"86,536","86,536","85,407","85,407","99,110","99,110",58,58,43,43,"2,505","2,505","3,282","3,282",737,737,850,850,183,183,88,88,451,451,"2,101","2,101","24,583","24,583",1,100,"86,536","86,536","85,407","85,407","99,110","99,110",58,58,43,43,"2,505","2,505","3,282","3,282",737,737,850,850,183,183,88,88,451,451,"2,101","2,101","24,583","24,583",1,100,"86,536","86,536","85,407","85,407","99,110","99,110",58,58,43,43,"2,505","2,505","3,282","3,282",737,737,850,850,183,183,88,88,451,451,"2,101","2,101","24,583","24,583",1,100,"86,536","86,536","85,407","85,407","99,110","99,110",58,58,43,43,"2,505","2,505","3,282","3,282",737,737,850,850,183,183,88,88,451,451,"2,101","2,101","24,583","24,583"
B5,1,,"90,627","90,627","82,729","82,729","107,598","107,598",51,51,58,58,"2,608","2,608","1,288","1,288",461,461,861,861,182,182,-28,-28,344,344,"1,715","1,715","24,381","24,381",1,100,"90,627","90,627","82,729","82,729","107,598","107,598",51,51,58,58,"2,608","2,608","1,288","1,288",461,461,861,861,182,182,-28,-28,344,344,"1,715","1,715","24,381","24,381",1,100,"90,627","90,627","82,729","82,729","107,598","107,598",51,51,58,58,"2,608","2,608","1,288","1,288",461,461,861,861,182,182,-28,-28,344,344,"1,715","1,715","24,381","24,381",1,100,"90,627","90,627","82,729","82,729","107,598","107,598",51,51,58,58,"2,608","2,608","1,288","1,288",461,461,861,861,182,182,-28,-28,344,344,"1,715","1,715","24,381","24,381",1,100,"90,627","90,627","82,729","82,729","107,598","107,598",51,51,58,58,"2,608","2,608","1,288","1,288",461,461,861,861,182,182,-28,-28,344,344,"1,715","1,715","24,381","24,381",1,100,"90,627","90,627","82,729","82,729","107,598","107,598",51,51,58,58,"2,608","2,608","1,288","1,288",461,461,861,861,182,182,-28,-28,344,344,"1,715","1,715","24,381","24,381",1,100,"90,627","90,627","82,729","82,729","107,598","107,598",51,51,58,58,"2,608","2,608","1,288","1,288",461,461,861,861,182,182,-28,-28,344,344,"1,715","1,715","24,381","24,381",1,100,"90,627","90,627","82,729","82,729","107,598","107,598",51,51,58,58,"2,608","2,608","1,288","1,288",461,461,861,861,182,182,-28,-28,344,344,"1,715","1,715","24,381","24,381",1,100,"90,627","90,627","82,729","82,729","107,598","107,598",51,51,58,58,"2,608","2,608","1,288","1,288",461,461,861,861,182,182,-28,-28,344,344,"1,715","1,715","24,381","24,381"
B6,1,,"180,071","180,071","100,418","100,418","134,980","134,980",125,125,167,167,"5,330","5,330",320,320,"1,250","1,250",413,413,145,145,138,138,487,487,"1,394","1,394","23,696","23,696",1,100,"180,071","180,071","100,418","100,418","134,980","134,980",125,125,167,167,"5,330","5,330",320,320,"1,250","1,250",413,413,145,145,138,138,487,487,"1,394","1,394","23,696","23,696",1,100,"180,071","180,071","100,418","100,418","134,980","134,980",125,125,167,167,"5,330","5,330",320,320,"1,250","1,250",413,413,145,145,138,138,487,487,"1,394","1,394","23,696","23,696",1,100,"180,071","180,071","100,418","100,418","134,980","134,980",125,125,167,167,"5,330","5,330",320,320,"1,250","1,250",413,413,145,145,138,138,487,487,"1,394","1,394","23,696","23,696",1,100,"180,071","180,071","100,418","100,418","134,980","134,980",125,125,167,167,"5,330","5,330",320,320,"1,250","1,250",413,413,145,145,138,138,487,487,"1,394","1,394","23,696","23,696",1,100,"180,071","180,071","100,418","100,418","134,980","134,980",125,125,167,167,"5,330","5,330",320,320,"1,250","1,250",413,413,145,145,138,138,487,487,"1,394","1,394","23,696","23,696",1,100,"180,071","180,071","100,418","100,418","134,980","134,980",125,125,167,167,"5,330","5,330",320,320,"1,250","1,250",413,413,145,145,138,138,487,487,"1,394","1,394","23,696","23,696",1,100,"180,071","180,071","100,418","100,418","134,980","134,980",125,125,167,167,"5,330","5,330",320,320,"1,250","1,250",413,413,145,145,138,138,487,487,"1,394","1,394","23,696","23,696",1,100,"180,071","180,071","100,418","100,418","134,980","134,980",125,125,167,167,"5,330","5,330",320,320,"1,250","1,250",413,413,145,145,138,138,487,487,"1,394","1,394","23,696","23,696"
B7,1,,"86,326","86,326","89,453","89,453","99,559","99,559",167,167,138,138,"3,476","3,476","1,421","1,421","1,407","1,407",287,287,314,314,-27,-27,512,512,"1,573","1,573","21,373","21,373",1,100,"86,326","86,326","89,453","89,453","99,559","99,559",167,167,138,138,"3,476","3,476","1,421","1,421","1,407","1,407",287,287,314,314,-27,-27,512,512,"1,573","1,573","21,373","21,373",1,100,"86,326","86,326","89,453","89,453","99,559","99,559",167,167,138,138,"3,476","3,476","1,421","1,421","1,407","1,407",287,287,314,314,-27,-27,512,512,"1,573","1,573","21,373","21,373",1,100,"86,326","86,326","89,453","89,453","99,559","99,559",167,167,138,138,"3,476","3,476","1,421","1,421","1,407","1,407",287,287,314,314,-27,-27,512,512,"1,573","1,573","21,373","21,373",1,100,"86,326","86,326","89,453","89,453","99,559","99,559",167,167,138,138,"3,476","3,476","1,421","1,421","1,407","1,407",287,287,314,314,-27,-27,512,512,"1,573","1,573","21,373","21,373",1,100,"86,326","86,326","89,453","89,453","99,559","99,559",167,167,138,138,"3,476","3,476","1,421","1,421","1,407","1,407",287,287,314,314,-27,-27,512,512,"1,573","1,573","21,373","21,373",1,100,"86,326","86,326","89,453","89,453","99,559","99,559",167,167,138,138,"3,476","3,476","1,421","1,421","1,407","1,407",287,287,314,314,-27,-27,512,512,"1,573","1,573","21,373","21,373",1,100,"86,326","86,326","89,453","89,453","99,559","99,559",167,167,138,138,"3,476","3,476","1,421","1,421","1,407","1,407",287,287,314,314,-27,-27,512,512,"1,573","1,573","21,373","21,373",1,100,"86,326","86,326","89,453","89,453","99,559","99,559",167,167,138,138,"3,476","3,476","1,421","1,421","1,407","1,407",287,287,314,314,-27,-27,512,512,"1,573","1,573","21,373","21,373"
B8,1,,"149,388","149,388","96,277","96,277","71,360","71,360",301,301,181,181,"4,264","4,264","1,046","1,046",463,463,875,875,212,212,-54,-54,375,375,"1,043","1,043","19,303","19,303",1,100,"149,388","149,388","96,277","96,277","71,360","71,360",301,301,181,181,"4,264","4,264","1,046","1,046",463,463,875,875,212,212,-54,-54,375,375,"1,043","1,043","19,303","19,303",1,100,"149,388","149,388","96,277","96,277","71,360","71,360",301,301,181,181,"4,264","4,264","1,046","1,046",463,463,875,875,212,212,-54,-54,375,375,"1,043","1,043","19,303","19,303",1,100,"149,388","149,388","96,277","96,277","71,360","71,360",301,301,181,181,"4,264","4,264","1,046","1,046",463,463,875,875,212,212,-54,-54,375,375,"1,043","1,043","19,303","19,303",1,100,"149,388","149,388","96,277","96,277","71,360","71,360",301,301,181,181,"4,264","4,264","1,046","1,046",463,463,875,875,212,212,-54,-54,375,375,"1,043","1,043","19,303","19,303",1,100,"149,388","149,388","96,277","96,277","71,360","71,360",301,301,181,181,"4,264","4,264","1,046","1,046",463,463,875,875,212,212,-54,-54,375,375,"1,043","1,043","19,303","19,303",1,100,"149,388","149,388","96,277","96,277","71,360","71,360",301,301,181,181,"4,264","4,264","1,046","1,046",463,463,875,875,212,212,-54,-54,375,375,"1,043","1,043","19,303","19,303",1,100,"149,388","149,388","96,277","96,277","71,360","71,360",301,301,181,181,"4,264","4,264","1,046","1,046",463,463,875,875,212,212,-54,-54,375,375,"1,043","1,043","19,303","19,303",1,100,"149,388","149,388","96,277","96,277","71,360","71,360",301,301,181,181,"4,264","4,264","1,046","1,046",463,463,875,875,212,212,-54,-54,375,375,"1,043","1,043","19,303","19,303"
B9,1,,"126,270","126,270","88,061","88,061","88,177","88,177",322,322,94,94,"5,324","5,324",286,286,441,441,499,499,140,140,198,198,358,358,"1,155","1,155","17,682","17,682",1,100,"126,270","126,270","88,061","88,061","88,177","88,177",322,322,94,94,"5,324","5,324",286,286,441,441,499,499,140,140,198,198,358,358,"1,155","1,155","17,682","17,682",1,100,"126,270","126,270","88,061","88,061","88,177","88,177",322,322,94,94,"5,324","5,324",286,286,441,441,499,499,140,140,198,198,358,358,"1,155","1,155","17,682","17,682",1,100,"126,270","126,270","88,061","88,061","88,177","88,177",322,322,94,94,"5,324","5,324",286,286,441,441,499,499,140,140,198,198,358,358,"1,155","1,155","17,682","17,682",1,100,"126,270","126,270","88,061","88,061","88,177","88,177",322,322,94,94,"5,324","5,324",286,286,441,441,499,499,140,140,198,198,358,358,"1,155","1,155","17,682","17,682",1,100,"126,270","126,270","88,061","88,061","88,177","88,177",322,322,94,94,"5,324","5,324",286,286,441,441,499,499,140,140,198,198,358,358,"1,155","1,155","17,682","17,682",1,100,"126,270","126,270","88,061","88,061","88,177","88,177",322,322,94,94,"5,324","5,324",286,286,441,441,499,499,140,140,198,198,358,358,"1,155","1,155","17,682","17,682",1,100,"126,270","126,270","88,061","88,061","88,177","88,177",322,322,94,94,"5,324","5,324",286,286,441,441,499,499,140,140,198,198,358,358,"1,155","1,155","17,682","17,682",1,100,"126,270","126,270","88,061","88,061","88,177","88,177",322,322,94,94,"5,324","5,324",286,286,441,441,499,499,140,140,198,198,358,358,"1,155","1,155","17,682","17,682"
