Well,All Events #Events,All Events %Parent,All Events FSC-A Mean,All Events FSC-A Median,All Events FSC-W Mean,All Events FSC-W Median,All Events SSC-A Mean,All Events SSC-A Median,All Events CD33 640 670/30-A Mean,All Events CD33 640 670/30-A Median,All Events CD45RA 640 730/45-A Mean,All Events CD45RA 640 730/45-A Median,All Events CD34 640 780/60-A Mean,All Events CD34 640 780/60-A Median,All Events CD90 561 582/15-A Mean,All Events CD90 561 582/15-A Median,All Events CD49f 561 670/14-A Mean,All Events CD49f 561 670/14-A Median,All Events CD38 561 780/60-A Mean,All Events CD38 561 780/60-A Median,All Events Lineage 488 530/30-A Mean,All Events Lineage 488 530/30-A Median,All Events CD7_CD10 V405 450/50-A Mean,All Events CD7_CD10 V405 450/50-A Median,All Events Live V405 525/50-A Mean,All Events Live V405 525/50-A Median,All Events CD45 V405 780/60-A Mean,All Events CD45 V405 780/60-A Median,All Events Time Mean,All Events Time Median,Cells #Events,Cells %Parent,Cells FSC-A Mean,Cells FSC-A Median,Cells FSC-W Mean,Cells FSC-W Median,Cells SSC-A Mean,Cells SSC-A Median,Cells CD33 640 670/30-A Mean,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Mean,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Mean,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Mean,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Mean,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Mean,Cells CD38 561 780/60-A Median,Cells Lineage 488 530/30-A Mean,Cells Lineage 488 530/30-A Median,Cells CD7_CD10 V405 450/50-A Mean,Cells CD7_CD10 V405 450/50-A Median,Cells Live V405 525/50-A Mean,Cells Live V405 525/50-A Median,Cells CD45 V405 780/60-A Mean,Cells CD45 V405 780/60-A Median,Cells Time Mean,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Mean,Singlets FSC-A Median,Singlets FSC-W Mean,Singlets FSC-W Median,Singlets SSC-A Mean,Singlets SSC-A Median,Singlets CD33 640 670/30-A Mean,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Mean,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Mean,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Mean,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Mean,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Mean,Singlets CD38 561 780/60-A Median,Singlets Lineage 488 530/30-A Mean,Singlets Lineage 488 530/30-A Median,Singlets CD7_CD10 V405 450/50-A Mean,Singlets CD7_CD10 V405 450/50-A Median,Singlets Live V405 525/50-A Mean,Singlets Live V405 525/50-A Median,Singlets CD45 V405 780/60-A Mean,Singlets CD45 V405 780/60-A Median,Singlets Time Mean,Singlets Time Median,Live #Events,Live %Parent,Live FSC-A Mean,Live FSC-A Median,Live FSC-W Mean,Live FSC-W Median,Live SSC-A Mean,Live SSC-A Median,Live CD33 640 670/30-A Mean,Live CD33 640 670/30-A Median,Live CD45RA 640 730/45-A Mean,Live CD45RA 640 730/45-A Median,Live CD34 640 780/60-A Mean,Live CD34 640 780/60-A Median,Live CD90 561 582/15-A Mean,Live CD90 561 582/15-A Median,Live CD49f 561 670/14-A Mean,Live CD49f 561 670/14-A Median,Live CD38 561 780/60-A Mean,Live CD38 561 780/60-A Median,Live Lineage 488 530/30-A Mean,Live Lineage 488 530/30-A Median,Live CD7_CD10 V405 450/50-A Mean,Live CD7_CD10 V405 450/50-A Median,Live Live V405 525/50-A Mean,Live Live V405 525/50-A Median,Live CD45 V405 780/60-A Mean,Live CD45 V405 780/60-A Median,Live Time Mean,Live Time Median,Lin- #Events,Lin- %Parent,Lin- FSC-A Mean,Lin- FSC-A Median,Lin- FSC-W Mean,Lin- FSC-W Median,Lin- SSC-A Mean,Lin- SSC-A Median,Lin- CD33 640 670/30-A Mean,Lin- CD33 640 670/30-A Median,Lin- CD45RA 640 730/45-A Mean,Lin- CD45RA 640 730/45-A Median,Lin- CD34 640 780/60-A Mean,Lin- CD34 640 780/60-A Median,Lin- CD90 561 582/15-A Mean,Lin- CD90 561 582/15-A Median,Lin- CD49f 561 670/14-A Mean,Lin- CD49f 561 670/14-A Median,Lin- CD38 561 780/60-A Mean,Lin- CD38 561 780/60-A Median,Lin- Lineage 488 530/30-A Mean,Lin- Lineage 488 530/30-A Median,Lin- CD7_CD10 V405 450/50-A Mean,Lin- CD7_CD10 V405 450/50-A Median,Lin- Live V405 525/50-A Mean,Lin- Live V405 525/50-A Median,Lin- CD45 V405 780/60-A Mean,Lin- CD45 V405 780/60-A Median,Lin- Time Mean,Lin- Time Median,CD33- #Events,CD33- %Parent,CD33- FSC-A Mean,CD33- FSC-A Median,CD33- FSC-W Mean,CD33- FSC-W Median,CD33- SSC-A Mean,CD33- SSC-A Median,CD33- CD33 640 670/30-A Mean,CD33- CD33 640 670/30-A Median,CD33- CD45RA 640 730/45-A Mean,CD33- CD45RA 640 730/45-A Median,CD33- CD34 640 780/60-A Mean,CD33- CD34 640 780/60-A Median,CD33- CD90 561 582/15-A Mean,CD33- CD90 561 582/15-A Median,CD33- CD49f 561 670/14-A Mean,CD33- CD49f 561 670/14-A Median,CD33- CD38 561 780/60-A Mean,CD33- CD38 561 780/60-A Median,CD33- Lineage 488 530/30-A Mean,CD33- Lineage 488 530/30-A Median,CD33- CD7_CD10 V405 450/50-A Mean,CD33- CD7_CD10 V405 450/50-A Median,CD33- Live V405 525/50-A Mean,CD33- Live V405 525/50-A Median,CD33- CD45 V405 780/60-A Mean,CD33- CD45 V405 780/60-A Median,CD33- Time Mean,CD33- Time Median,CD34+/CD45+ #Events,CD34+/CD45+ %Parent,CD34+/CD45+ FSC-A Mean,CD34+/CD45+ FSC-A Median,CD34+/CD45+ FSC-W Mean,CD34+/CD45+ FSC-W Median,CD34+/CD45+ SSC-A Mean,CD34+/CD45+ SSC-A Median,CD34+/CD45+ CD33 640 670/30-A Mean,CD34+/CD45+ CD33 640 670/30-A Median,CD34+/CD45+ CD45RA 640 730/45-A Mean,CD34+/CD45+ CD45RA 640 730/45-A Median,CD34+/CD45+ CD34 640 780/60-A Mean,CD34+/CD45+ CD34 640 780/60-A Median,CD34+/CD45+ CD90 561 582/15-A Mean,CD34+/CD45+ CD90 561 582/15-A Median,CD34+/CD45+ CD49f 561 670/14-A Mean,CD34+/CD45+ CD49f 561 670/14-A Median,CD34+/CD45+ CD38 561 780/60-A Mean,CD34+/CD45+ CD38 561 780/60-A Median,CD34+/CD45+ Lineage 488 530/30-A Mean,CD34+/CD45+ Lineage 488 530/30-A Median,CD34+/CD45+ CD7_CD10 V405 450/50-A Mean,CD34+/CD45+ CD7_CD10 V405 450/50-A Median,CD34+/CD45+ Live V405 525/50-A Mean,CD34+/CD45+ Live V405 525/50-A Median,CD34+/CD45+ CD45 V405 780/60-A Mean,CD34+/CD45+ CD45 V405 780/60-A Median,CD34+/CD45+ Time Mean,CD34+/CD45+ Time Median,CD34+/CD38- #Events,CD34+/CD38- %Parent,CD34+/CD38- FSC-A Mean,CD34+/CD38- FSC-A Median,CD34+/CD38- FSC-W Mean,CD34+/CD38- FSC-W Median,CD34+/CD38- SSC-A Mean,CD34+/CD38- SSC-A Median,CD34+/CD38- CD33 640 670/30-A Mean,CD34+/CD38- CD33 640 670/30-A Median,CD34+/CD38- CD45RA 640 730/45-A Mean,CD34+/CD38- CD45RA 640 730/45-A Median,CD34+/CD38- CD34 640 780/60-A Mean,CD34+/CD38- CD34 640 780/60-A Median,CD34+/CD38- CD90 561 582/15-A Mean,CD34+/CD38- CD90 561 582/15-A Median,CD34+/CD38- CD49f 561 670/14-A Mean,CD34+/CD38- CD49f 561 670/14-A Median,CD34+/CD38- CD38 561 780/60-A Mean,CD34+/CD38- CD38 561 780/60-A Median,CD34+/CD38- Lineage 488 530/30-A Mean,CD34+/CD38- Lineage 488 530/30-A Median,CD34+/CD38- CD7_CD10 V405 450/50-A Mean,CD34+/CD38- CD7_CD10 V405 450/50-A Median,CD34+/CD38- Live V405 525/50-A Mean,CD34+/CD38- Live V405 525/50-A Median,CD34+/CD38- CD45 V405 780/60-A Mean,CD34+/CD38- CD45 V405 780/60-A Median,CD34+/CD38- Time Mean,CD34+/CD38- Time Median,CD90+ HSC #Events,CD90+ HSC %Parent,CD90+ HSC FSC-A Mean,CD90+ HSC FSC-A Median,CD90+ HSC FSC-W Mean,CD90+ HSC FSC-W Median,CD90+ HSC SSC-A Mean,CD90+ HSC SSC-A Median,CD90+ HSC CD33 640 670/30-A Mean,CD90+ HSC CD33 640 670/30-A Median,CD90+ HSC CD45RA 640 730/45-A Mean,CD90+ HSC CD45RA 640 730/45-A Median,CD90+ HSC CD34 640 780/60-A Mean,CD90+ HSC CD34 640 780/60-A Median,CD90+ HSC CD90 561 582/15-A Mean,CD90+ HSC CD90 561 582/15-A Median,CD90+ HSC CD49f 561 670/14-A Mean,CD90+ HSC CD49f 561 670/14-A Median,CD90+ HSC CD38 561 780/60-A Mean,CD90+ HSC CD38 561 780/60-A Median,CD90+ HSC Lineage 488 530/30-A Mean,CD90+ HSC Lineage 488 530/30-A Median,CD90+ HSC CD7_CD10 V405 450/50-A Mean,CD90+ HSC CD7_CD10 V405 450/50-A Median,CD90+ HSC Live V405 525/50-A Mean,CD90+ HSC Live V405 525/50-A Median,CD90+ HSC CD45 V405 780/60-A Mean,CD90+ HSC CD45 V405 780/60-A Median,CD90+ HSC Time Mean,CD90+ HSC Time Median
A11,1,,"150,398","150,398","89,817","89,817","90,727","90,727",167,167,93,93,"4,410","4,410","2,539","2,539",493,493,473,473,217,217,57,57,584,584,"1,757","1,757","12,432","12,432",1,100,"150,398","150,398","89,817","89,817","90,727","90,727",167,167,93,93,"4,410","4,410","2,539","2,539",493,493,473,473,217,217,57,57,584,584,"1,757","1,757","12,432","12,432",1,100,"150,398","150,398","89,817","89,817","90,727","90,727",167,167,93,93,"4,410","4,410","2,539","2,539",493,493,473,473,217,217,57,57,584,584,"1,757","1,757","12,432","12,432",1,100,"150,398","150,398","89,817","89,817","90,727","90,727",167,167,93,93,"4,410","4,410","2,539","2,539",493,493,473,473,217,217,57,57,584,584,"1,757","1,757","12,432","12,432",1,100,"150,398","150,398","89,817","89,817","90,727","90,727",167,167,93,93,"4,410","4,410","2,539","2,539",493,493,473,473,217,217,57,57,584,584,"1,757","1,757","12,432","12,432",1,100,"150,398","150,398","89,817","89,817","90,727","90,727",167,167,93,93,"4,410","4,410","2,539","2,539",493,493,473,473,217,217,57,57,584,584,"1,757","1,757","12,432","12,432",1,100,"150,398","150,398","89,817","89,817","90,727","90,727",167,167,93,93,"4,410","4,410","2,539","2,539",493,493,473,473,217,217,57,57,584,584,"1,757","1,757","12,432","12,432",1,100,"150,398","150,398","89,817","89,817","90,727","90,727",167,167,93,93,"4,410","4,410","2,539","2,539",493,493,473,473,217,217,57,57,584,584,"1,757","1,757","12,432","12,432",1,100,"150,398","150,398","89,817","89,817","90,727","90,727",167,167,93,93,"4,410","4,410","2,539","2,539",493,493,473,473,217,217,57,57,584,584,"1,757","1,757","12,432","12,432"
A12,1,,"120,127","120,127","85,322","85,322","79,763","79,763",140,140,103,103,"6,474","6,474","1,716","1,716","2,489","2,489",258,258,139,139,74,74,483,483,"2,675","2,675","13,425","13,425",1,100,"120,127","120,127","85,322","85,322","79,763","79,763",140,140,103,103,"6,474","6,474","1,716","1,716","2,489","2,489",258,258,139,139,74,74,483,483,"2,675","2,675","13,425","13,425",1,100,"120,127","120,127","85,322","85,322","79,763","79,763",140,140,103,103,"6,474","6,474","1,716","1,716","2,489","2,489",258,258,139,139,74,74,483,483,"2,675","2,675","13,425","13,425",1,100,"120,127","120,127","85,322","85,322","79,763","79,763",140,140,103,103,"6,474","6,474","1,716","1,716","2,489","2,489",258,258,139,139,74,74,483,483,"2,675","2,675","13,425","13,425",1,100,"120,127","120,127","85,322","85,322","79,763","79,763",140,140,103,103,"6,474","6,474","1,716","1,716","2,489","2,489",258,258,139,139,74,74,483,483,"2,675","2,675","13,425","13,425",1,100,"120,127","120,127","85,322","85,322","79,763","79,763",140,140,103,103,"6,474","6,474","1,716","1,716","2,489","2,489",258,258,139,139,74,74,483,483,"2,675","2,675","13,425","13,425",1,100,"120,127","120,127","85,322","85,322","79,763","79,763",140,140,103,103,"6,474","6,474","1,716","1,716","2,489","2,489",258,258,139,139,74,74,483,483,"2,675","2,675","13,425","13,425",1,100,"120,127","120,127","85,322","85,322","79,763","79,763",140,140,103,103,"6,474","6,474","1,716","1,716","2,489","2,489",258,258,139,139,74,74,483,483,"2,675","2,675","13,425","13,425",1,100,"120,127","120,127","85,322","85,322","79,763","79,763",140,140,103,103,"6,474","6,474","1,716","1,716","2,489","2,489",258,258,139,139,74,74,483,483,"2,675","2,675","13,425","13,425"
B1,1,,"95,925","95,925","90,723","90,723","109,775","109,775",318,318,117,117,"9,091","9,091",276,276,557,557,298,298,127,127,69,69,453,453,"1,224","1,224","23,201","23,201",1,100,"95,925","95,925","90,723","90,723","109,775","109,775",318,318,117,117,"9,091","9,091",276,276,557,557,298,298,127,127,69,69,453,453,"1,224","1,224","23,201","23,201",1,100,"95,925","95,925","90,723","90,723","109,775","109,775",318,318,117,117,"9,091","9,091",276,276,557,557,298,298,127,127,69,69,453,453,"1,224","1,224","23,201","23,201",1,100,"95,925","95,925","90,723","90,723","109,775","109,775",318,318,117,117,"9,091","9,091",276,276,557,557,298,298,127,127,69,69,453,453,"1,224","1,224","23,201","23,201",1,100,"95,925","95,925","90,723","90,723","109,775","109,775",318,318,117,117,"9,091","9,091",276,276,557,557,298,298,127,127,69,69,453,453,"1,224","1,224","23,201","23,201",1,100,"95,925","95,925","90,723","90,723","109,775","109,775",318,318,117,117,"9,091","9,091",276,276,557,557,298,298,127,127,69,69,453,453,"1,224","1,224","23,201","23,201",1,100,"95,925","95,925","90,723","90,723","109,775","109,775",318,318,117,117,"9,091","9,091",276,276,557,557,298,298,127,127,69,69,453,453,"1,224","1,224","23,201","23,201",1,100,"95,925","95,925","90,723","90,723","109,775","109,775",318,318,117,117,"9,091","9,091",276,276,557,557,298,298,127,127,69,69,453,453,"1,224","1,224","23,201","23,201",1,100,"95,925","95,925","90,723","90,723","109,775","109,775",318,318,117,117,"9,091","9,091",276,276,557,557,298,298,127,127,69,69,453,453,"1,224","1,224","23,201","23,201"
B2,1,,"152,639","152,639","95,458","95,458","82,031","82,031",384,384,63,63,"5,344","5,344",376,376,739,739,915,915,222,222,214,214,257,257,776,776,"21,339","21,339",1,100,"152,639","152,639","95,458","95,458","82,031","82,031",384,384,63,63,"5,344","5,344",376,376,739,739,915,915,222,222,214,214,257,257,776,776,"21,339","21,339",1,100,"152,639","152,639","95,458","95,458","82,031","82,031",384,384,63,63,"5,344","5,344",376,376,739,739,915,915,222,222,214,214,257,257,776,776,"21,339","21,339",1,100,"152,639","152,639","95,458","95,458","82,031","82,031",384,384,63,63,"5,344","5,344",376,376,739,739,915,915,222,222,214,214,257,257,776,776,"21,339","21,339",1,100,"152,639","152,639","95,458","95,458","82,031","82,031",384,384,63,63,"5,344","5,344",376,376,739,739,915,915,222,222,214,214,257,257,776,776,"21,339","21,339",1,100,"152,639","152,639","95,458","95,458","82,031","82,031",384,384,63,63,"5,344","5,344",376,376,739,739,915,915,222,222,214,214,257,257,776,776,"21,339","21,339",1,100,"152,639","152,639","95,458","95,458","82,031","82,031",384,384,63,63,"5,344","5,344",376,376,739,739,915,915,222,222,214,214,257,257,776,776,"21,339","21,339",1,100,"152,639","152,639","95,458","95,458","82,031","82,031",384,384,63,63,"5,344","5,344",376,376,739,739,915,915,222,222,214,214,257,257,776,776,"21,339","21,339",1,100,"152,639","152,639","95,458","95,458","82,031","82,031",384,384,63,63,"5,344","5,344",376,376,739,739,915,915,222,222,214,214,257,257,776,776,"21,339","21,339"
B3,1,,"136,371","136,371","89,634","89,634","75,890","75,890",56,56,160,160,"5,574","5,574","2,692","2,692",927,927,40,40,66,66,134,134,432,432,"1,761","1,761","20,092","20,092",1,100,"136,371","136,371","89,634","89,634","75,890","75,890",56,56,160,160,"5,574","5,574","2,692","2,692",927,927,40,40,66,66,134,134,432,432,"1,761","1,761","20,092","20,092",1,100,"136,371","136,371","89,634","89,634","75,890","75,890",56,56,160,160,"5,574","5,574","2,692","2,692",927,927,40,40,66,66,134,134,432,432,"1,761","1,761","20,092","20,092",1,100,"136,371","136,371","89,634","89,634","75,890","75,890",56,56,160,160,"5,574","5,574","2,692","2,692",927,927,40,40,66,66,134,134,432,432,"1,761","1,761","20,092","20,092",1,100,"136,371","136,371","89,634","89,634","75,890","75,890",56,56,160,160,"5,574","5,574","2,692","2,692",927,927,40,40,66,66,134,134,432,432,"1,761","1,761","20,092","20,092",1,100,"136,371","136,371","89,634","89,634","75,890","75,890",56,56,160,160,"5,574","5,574","2,692","2,692",927,927,40,40,66,66,134,134,432,432,"1,761","1,761","20,092","20,092",1,100,"136,371","136,371","89,634","89,634","75,890","75,890",56,56,160,160,"5,574","5,574","2,692","2,692",927,927,40,40,66,66,134,134,432,432,"1,761","1,761","20,092","20,092",1,100,"136,371","136,371","89,634","89,634","75,890","75,890",56,56,160,160,"5,574","5,574","2,692","2,692",927,927,40,40,66,66,134,134,432,432,"1,761","1,761","20,092","20,092",1,100,"136,371","136,371","89,634","89,634","75,890","75,890",56,56,160,160,"5,574","5,574","2,692","2,692",927,927,40,40,66,66,134,134,432,432,"1,761","1,761","20,092","20,092"
B4,1,,"135,385","135,385","94,483","94,483","66,485","66,485",53,53,75,75,"1,575","1,575",958,958,584,584,349,349,132,132,117,117,305,305,365,365,"19,105","19,105",1,100,"135,385","135,385","94,483","94,483","66,485","66,485",53,53,75,75,"1,575","1,575",958,958,584,584,349,349,132,132,117,117,305,305,365,365,"19,105","19,105",1,100,"135,385","135,385","94,483","94,483","66,485","66,485",53,53,75,75,"1,575","1,575",958,958,584,584,349,349,132,132,117,117,305,305,365,365,"19,105","19,105",1,100,"135,385","135,385","94,483","94,483","66,485","66,485",53,53,75,75,"1,575","1,575",958,958,584,584,349,349,132,132,117,117,305,305,365,365,"19,105","19,105",1,100,"135,385","135,385","94,483","94,483","66,485","66,485",53,53,75,75,"1,575","1,575",958,958,584,584,349,349,132,132,117,117,305,305,365,365,"19,105","19,105",1,100,"135,385","135,385","94,483","94,483","66,485","66,485",53,53,75,75,"1,575","1,575",958,958,584,584,349,349,132,132,117,117,305,305,365,365,"19,105","19,105",1,100,"135,385","135,385","94,483","94,483","66,485","66,485",53,53,75,75,"1,575","1,575",958,958,584,584,349,349,132,132,117,117,305,305,365,365,"19,105","19,105",1,100,"135,385","135,385","94,483","94,483","66,485","66,485",53,53,75,75,"1,575","1,575",958,958,584,584,349,349,132,132,117,117,305,305,365,365,"19,105","19,105",1,100,"135,385","135,385","94,483","94,483","66,485","66,485",53,53,75,75,"1,575","1,575",958,958,584,584,349,349,132,132,117,117,305,305,365,365,"19,105","19,105"
B5,1,,"133,405","133,405","89,561","89,561","93,300","93,300",89,89,185,185,"2,986","2,986","2,288","2,288",683,683,746,746,175,175,29,29,313,313,"1,629","1,629","18,810","18,810",1,100,"133,405","133,405","89,561","89,561","93,300","93,300",89,89,185,185,"2,986","2,986","2,288","2,288",683,683,746,746,175,175,29,29,313,313,"1,629","1,629","18,810","18,810",1,100,"133,405","133,405","89,561","89,561","93,300","93,300",89,89,185,185,"2,986","2,986","2,288","2,288",683,683,746,746,175,175,29,29,313,313,"1,629","1,629","18,810","18,810",1,100,"133,405","133,405","89,561","89,561","93,300","93,300",89,89,185,185,"2,986","2,986","2,288","2,288",683,683,746,746,175,175,29,29,313,313,"1,629","1,629","18,810","18,810",1,100,"133,405","133,405","89,561","89,561","93,300","93,300",89,89,185,185,"2,986","2,986","2,288","2,288",683,683,746,746,175,175,29,29,313,313,"1,629","1,629","18,810","18,810",1,100,"133,405","133,405","89,561","89,561","93,300","93,300",89,89,185,185,"2,986","2,986","2,288","2,288",683,683,746,746,175,175,29,29,313,313,"1,629","1,629","18,810","18,810",1,100,"133,405","133,405","89,561","89,561","93,300","93,300",89,89,185,185,"2,986","2,986","2,288","2,288",683,683,746,746,175,175,29,29,313,313,"1,629","1,629","18,810","18,810",1,100,"133,405","133,405","89,561","89,561","93,300","93,300",89,89,185,185,"2,986","2,986","2,288","2,288",683,683,746,746,175,175,29,29,313,313,"1,629","1,629","18,810","18,810",1,100,"133,405","133,405","89,561","89,561","93,300","93,300",89,89,185,185,"2,986","2,986","2,288","2,288",683,683,746,746,175,175,29,29,313,313,"1,629","1,629","18,810","18,810"
B6,1,,"106,032","106,032","86,581","86,581","82,772","82,772",112,112,39,39,"2,953","2,953","4,625","4,625",762,762,343,343,157,157,-7,-7,460,460,"1,631","1,631","18,158","18,158",1,100,"106,032","106,032","86,581","86,581","82,772","82,772",112,112,39,39,"2,953","2,953","4,625","4,625",762,762,343,343,157,157,-7,-7,460,460,"1,631","1,631","18,158","18,158",1,100,"106,032","106,032","86,581","86,581","82,772","82,772",112,112,39,39,"2,953","2,953","4,625","4,625",762,762,343,343,157,157,-7,-7,460,460,"1,631","1,631","18,158","18,158",1,100,"106,032","106,032","86,581","86,581","82,772","82,772",112,112,39,39,"2,953","2,953","4,625","4,625",762,762,343,343,157,157,-7,-7,460,460,"1,631","1,631","18,158","18,158",1,100,"106,032","106,032","86,581","86,581","82,772","82,772",112,112,39,39,"2,953","2,953","4,625","4,625",762,762,343,343,157,157,-7,-7,460,460,"1,631","1,631","18,158","18,158",1,100,"106,032","106,032","86,581","86,581","82,772","82,772",112,112,39,39,"2,953","2,953","4,625","4,625",762,762,343,343,157,157,-7,-7,460,460,"1,631","1,631","18,158","18,158",1,100,"106,032","106,032","86,581","86,581","82,772","82,772",112,112,39,39,"2,953","2,953","4,625","4,625",762,762,343,343,157,157,-7,-7,460,460,"1,631","1,631","18,158","18,158",1,100,"106,032","106,032","86,581","86,581","82,772","82,772",112,112,39,39,"2,953","2,953","4,625","4,625",762,762,343,343,157,157,-7,-7,460,460,"1,631","1,631","18,158","18,158",1,100,"106,032","106,032","86,581","86,581","82,772","82,772",112,112,39,39,"2,953","2,953","4,625","4,625",762,762,343,343,157,157,-7,-7,460,460,"1,631","1,631","18,158","18,158"
B7,1,,"147,768","147,768","90,101","90,101","69,652","69,652",-39,-39,-26,-26,"4,788","4,788","1,051","1,051","1,006","1,006",337,337,109,109,68,68,299,299,"1,731","1,731","17,341","17,341",1,100,"147,768","147,768","90,101","90,101","69,652","69,652",-39,-39,-26,-26,"4,788","4,788","1,051","1,051","1,006","1,006",337,337,109,109,68,68,299,299,"1,731","1,731","17,341","17,341",1,100,"147,768","147,768","90,101","90,101","69,652","69,652",-39,-39,-26,-26,"4,788","4,788","1,051","1,051","1,006","1,006",337,337,109,109,68,68,299,299,"1,731","1,731","17,341","17,341",1,100,"147,768","147,768","90,101","90,101","69,652","69,652",-39,-39,-26,-26,"4,788","4,788","1,051","1,051","1,006","1,006",337,337,109,109,68,68,299,299,"1,731","1,731","17,341","17,341",1,100,"147,768","147,768","90,101","90,101","69,652","69,652",-39,-39,-26,-26,"4,788","4,788","1,051","1,051","1,006","1,006",337,337,109,109,68,68,299,299,"1,731","1,731","17,341","17,341",1,100,"147,768","147,768","90,101","90,101","69,652","69,652",-39,-39,-26,-26,"4,788","4,788","1,051","1,051","1,006","1,006",337,337,109,109,68,68,299,299,"1,731","1,731","17,341","17,341",1,100,"147,768","147,768","90,101","90,101","69,652","69,652",-39,-39,-26,-26,"4,788","4,788","1,051","1,051","1,006","1,006",337,337,109,109,68,68,299,299,"1,731","1,731","17,341","17,341",1,100,"147,768","147,768","90,101","90,101","69,652","69,652",-39,-39,-26,-26,"4,788","4,788","1,051","1,051","1,006","1,006",337,337,109,109,68,68,299,299,"1,731","1,731","17,341","17,341",1,100,"147,768","147,768","90,101","90,101","69,652","69,652",-39,-39,-26,-26,"4,788","4,788","1,051","1,051","1,006","1,006",337,337,109,109,68,68,299,299,"1,731","1,731","17,341","17,341"
B8,1,,"107,235","107,235","84,956","84,956","109,567","109,567",16,16,123,123,"3,243","3,243","1,212","1,212","1,025","1,025",498,498,126,126,38,38,418,418,"1,586","1,586","17,014","17,014",1,100,"107,235","107,235","84,956","84,956","109,567","109,567",16,16,123,123,"3,243","3,243","1,212","1,212","1,025","1,025",498,498,126,126,38,38,418,418,"1,586","1,586","17,014","17,014",1,100,"107,235","107,235","84,956","84,956","109,567","109,567",16,16,123,123,"3,243","3,243","1,212","1,212","1,025","1,025",498,498,126,126,38,38,418,418,"1,586","1,586","17,014","17,014",1,100,"107,235","107,235","84,956","84,956","109,567","109,567",16,16,123,123,"3,243","3,243","1,212","1,212","1,025","1,025",498,498,126,126,38,38,418,418,"1,586","1,586","17,014","17,014",1,100,"107,235","107,235","84,956","84,956","109,567","109,567",16,16,123,123,"3,243","3,243","1,212","1,212","1,025","1,025",498,498,126,126,38,38,418,418,"1,586","1,586","17,014","17,014",1,100,"107,235","107,235","84,956","84,956","109,567","109,567",16,16,123,123,"3,243","3,243","1,212","1,212","1,025","1,025",498,498,126,126,38,38,418,418,"1,586","1,586","17,014","17,014",1,100,"107,235","107,235","84,956","84,956","109,567","109,567",16,16,123,123,"3,243","3,243","1,212","1,212","1,025","1,025",498,498,126,126,38,38,418,418,"1,586","1,586","17,014","17,014",1,100,"107,235","107,235","84,956","84,956","109,567","109,567",16,16,123,123,"3,243","3,243","1,212","1,212","1,025","1,025",498,498,126,126,38,38,418,418,"1,586","1,586","17,014","17,014",1,100,"107,235","107,235","84,956","84,956","109,567","109,567",16,16,123,123,"3,243","3,243","1,212","1,212","1,025","1,025",498,498,126,126,38,38,418,418,"1,586","1,586","17,014","17,014"
B9,1,,"136,590","136,590","88,984","88,984","85,784","85,784",243,243,84,84,"4,430","4,430","1,558","1,558",999,999,395,395,232,232,119,119,536,536,"1,491","1,491","16,750","16,750",1,100,"136,590","136,590","88,984","88,984","85,784","85,784",243,243,84,84,"4,430","4,430","1,558","1,558",999,999,395,395,232,232,119,119,536,536,"1,491","1,491","16,750","16,750",1,100,"136,590","136,590","88,984","88,984","85,784","85,784",243,243,84,84,"4,430","4,430","1,558","1,558",999,999,395,395,232,232,119,119,536,536,"1,491","1,491","16,750","16,750",1,100,"136,590","136,590","88,984","88,984","85,784","85,784",243,243,84,84,"4,430","4,430","1,558","1,558",999,999,395,395,232,232,119,119,536,536,"1,491","1,491","16,750","16,750",1,100,"136,590","136,590","88,984","88,984","85,784","85,784",243,243,84,84,"4,430","4,430","1,558","1,558",999,999,395,395,232,232,119,119,536,536,"1,491","1,491","16,750","16,750",1,100,"136,590","136,590","88,984","88,984","85,784","85,784",243,243,84,84,"4,430","4,430","1,558","1,558",999,999,395,395,232,232,119,119,536,536,"1,491","1,491","16,750","16,750",1,100,"136,590","136,590","88,984","88,984","85,784","85,784",243,243,84,84,"4,430","4,430","1,558","1,558",999,999,395,395,232,232,119,119,536,536,"1,491","1,491","16,750","16,750",1,100,"136,590","136,590","88,984","88,984","85,784","85,784",243,243,84,84,"4,430","4,430","1,558","1,558",999,999,395,395,232,232,119,119,536,536,"1,491","1,491","16,750","16,750",1,100,"136,590","136,590","88,984","88,984","85,784","85,784",243,243,84,84,"4,430","4,430","1,558","1,558",999,999,395,395,232,232,119,119,536,536,"1,491","1,491","16,750","16,750"
