Well,All Events #Events,All Events %Parent,All Events FSC-A Mean,All Events FSC-A Median,All Events FSC-W Mean,All Events FSC-W Median,All Events SSC-A Mean,All Events SSC-A Median,All Events CD33 640 670/30-A Mean,All Events CD33 640 670/30-A Median,All Events CD45RA 640 730/45-A Mean,All Events CD45RA 640 730/45-A Median,All Events CD34 640 780/60-A Mean,All Events CD34 640 780/60-A Median,All Events CD90 561 582/15-A Mean,All Events CD90 561 582/15-A Median,All Events CD49f 561 670/14-A Mean,All Events CD49f 561 670/14-A Median,All Events CD38 561 780/60-A Mean,All Events CD38 561 780/60-A Median,All Events Lineage 488 530/30-A Mean,All Events Lineage 488 530/30-A Median,All Events CD7_CD10 V405 450/50-A Mean,All Events CD7_CD10 V405 450/50-A Median,All Events Live V405 525/50-A Mean,All Events Live V405 525/50-A Median,All Events CD45 V405 780/60-A Mean,All Events CD45 V405 780/60-A Median,All Events Time Mean,All Events Time Median,Cells #Events,Cells %Parent,Cells FSC-A Mean,Cells FSC-A Median,Cells FSC-W Mean,Cells FSC-W Median,Cells SSC-A Mean,Cells SSC-A Median,Cells CD33 640 670/30-A Mean,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Mean,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Mean,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Mean,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Mean,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Mean,Cells CD38 561 780/60-A Median,Cells Lineage 488 530/30-A Mean,Cells Lineage 488 530/30-A Median,Cells CD7_CD10 V405 450/50-A Mean,Cells CD7_CD10 V405 450/50-A Median,Cells Live V405 525/50-A Mean,Cells Live V405 525/50-A Median,Cells CD45 V405 780/60-A Mean,Cells CD45 V405 780/60-A Median,Cells Time Mean,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Mean,Singlets FSC-A Median,Singlets FSC-W Mean,Singlets FSC-W Median,Singlets SSC-A Mean,Singlets SSC-A Median,Singlets CD33 640 670/30-A Mean,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Mean,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Mean,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Mean,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Mean,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Mean,Singlets CD38 561 780/60-A Median,Singlets Lineage 488 530/30-A Mean,Singlets Lineage 488 530/30-A Median,Singlets CD7_CD10 V405 450/50-A Mean,Singlets CD7_CD10 V405 450/50-A Median,Singlets Live V405 525/50-A Mean,Singlets Live V405 525/50-A Median,Singlets CD45 V405 780/60-A Mean,Singlets CD45 V405 780/60-A Median,Singlets Time Mean,Singlets Time Median,Live #Events,Live %Parent,Live FSC-A Mean,Live FSC-A Median,Live FSC-W Mean,Live FSC-W Median,Live SSC-A Mean,Live SSC-A Median,Live CD33 640 670/30-A Mean,Live CD33 640 670/30-A Median,Live CD45RA 640 730/45-A Mean,Live CD45RA 640 730/45-A Median,Live CD34 640 780/60-A Mean,Live CD34 640 780/60-A Median,Live CD90 561 582/15-A Mean,Live CD90 561 582/15-A Median,Live CD49f 561 670/14-A Mean,Live CD49f 561 670/14-A Median,Live CD38 561 780/60-A Mean,Live CD38 561 780/60-A Median,Live Lineage 488 530/30-A Mean,Live Lineage 488 530/30-A Median,Live CD7_CD10 V405 450/50-A Mean,Live CD7_CD10 V405 450/50-A Median,Live Live V405 525/50-A Mean,Live Live V405 525/50-A Median,Live CD45 V405 780/60-A Mean,Live CD45 V405 780/60-A Median,Live Time Mean,Live Time Median,Lin- #Events,Lin- %Parent,Lin- FSC-A Mean,Lin- FSC-A Median,Lin- FSC-W Mean,Lin- FSC-W Median,Lin- SSC-A Mean,Lin- SSC-A Median,Lin- CD33 640 670/30-A Mean,Lin- CD33 640 670/30-A Median,Lin- CD45RA 640 730/45-A Mean,Lin- CD45RA 640 730/45-A Median,Lin- CD34 640 780/60-A Mean,Lin- CD34 640 780/60-A Median,Lin- CD90 561 582/15-A Mean,Lin- CD90 561 582/15-A Median,Lin- CD49f 561 670/14-A Mean,Lin- CD49f 561 670/14-A Median,Lin- CD38 561 780/60-A Mean,Lin- CD38 561 780/60-A Median,Lin- Lineage 488 530/30-A Mean,Lin- Lineage 488 530/30-A Median,Lin- CD7_CD10 V405 450/50-A Mean,Lin- CD7_CD10 V405 450/50-A Median,Lin- Live V405 525/50-A Mean,Lin- Live V405 525/50-A Median,Lin- CD45 V405 780/60-A Mean,Lin- CD45 V405 780/60-A Median,Lin- Time Mean,Lin- Time Median,CD33- #Events,CD33- %Parent,CD33- FSC-A Mean,CD33- FSC-A Median,CD33- FSC-W Mean,CD33- FSC-W Median,CD33- SSC-A Mean,CD33- SSC-A Median,CD33- CD33 640 670/30-A Mean,CD33- CD33 640 670/30-A Median,CD33- CD45RA 640 730/45-A Mean,CD33- CD45RA 640 730/45-A Median,CD33- CD34 640 780/60-A Mean,CD33- CD34 640 780/60-A Median,CD33- CD90 561 582/15-A Mean,CD33- CD90 561 582/15-A Median,CD33- CD49f 561 670/14-A Mean,CD33- CD49f 561 670/14-A Median,CD33- CD38 561 780/60-A Mean,CD33- CD38 561 780/60-A Median,CD33- Lineage 488 530/30-A Mean,CD33- Lineage 488 530/30-A Median,CD33- CD7_CD10 V405 450/50-A Mean,CD33- CD7_CD10 V405 450/50-A Median,CD33- Live V405 525/50-A Mean,CD33- Live V405 525/50-A Median,CD33- CD45 V405 780/60-A Mean,CD33- CD45 V405 780/60-A Median,CD33- Time Mean,CD33- Time Median,CD34+/CD45+ #Events,CD34+/CD45+ %Parent,CD34+/CD45+ FSC-A Mean,CD34+/CD45+ FSC-A Median,CD34+/CD45+ FSC-W Mean,CD34+/CD45+ FSC-W Median,CD34+/CD45+ SSC-A Mean,CD34+/CD45+ SSC-A Median,CD34+/CD45+ CD33 640 670/30-A Mean,CD34+/CD45+ CD33 640 670/30-A Median,CD34+/CD45+ CD45RA 640 730/45-A Mean,CD34+/CD45+ CD45RA 640 730/45-A Median,CD34+/CD45+ CD34 640 780/60-A Mean,CD34+/CD45+ CD34 640 780/60-A Median,CD34+/CD45+ CD90 561 582/15-A Mean,CD34+/CD45+ CD90 561 582/15-A Median,CD34+/CD45+ CD49f 561 670/14-A Mean,CD34+/CD45+ CD49f 561 670/14-A Median,CD34+/CD45+ CD38 561 780/60-A Mean,CD34+/CD45+ CD38 561 780/60-A Median,CD34+/CD45+ Lineage 488 530/30-A Mean,CD34+/CD45+ Lineage 488 530/30-A Median,CD34+/CD45+ CD7_CD10 V405 450/50-A Mean,CD34+/CD45+ CD7_CD10 V405 450/50-A Median,CD34+/CD45+ Live V405 525/50-A Mean,CD34+/CD45+ Live V405 525/50-A Median,CD34+/CD45+ CD45 V405 780/60-A Mean,CD34+/CD45+ CD45 V405 780/60-A Median,CD34+/CD45+ Time Mean,CD34+/CD45+ Time Median,CD34+/CD38- #Events,CD34+/CD38- %Parent,CD34+/CD38- FSC-A Mean,CD34+/CD38- FSC-A Median,CD34+/CD38- FSC-W Mean,CD34+/CD38- FSC-W Median,CD34+/CD38- SSC-A Mean,CD34+/CD38- SSC-A Median,CD34+/CD38- CD33 640 670/30-A Mean,CD34+/CD38- CD33 640 670/30-A Median,CD34+/CD38- CD45RA 640 730/45-A Mean,CD34+/CD38- CD45RA 640 730/45-A Median,CD34+/CD38- CD34 640 780/60-A Mean,CD34+/CD38- CD34 640 780/60-A Median,CD34+/CD38- CD90 561 582/15-A Mean,CD34+/CD38- CD90 561 582/15-A Median,CD34+/CD38- CD49f 561 670/14-A Mean,CD34+/CD38- CD49f 561 670/14-A Median,CD34+/CD38- CD38 561 780/60-A Mean,CD34+/CD38- CD38 561 780/60-A Median,CD34+/CD38- Lineage 488 530/30-A Mean,CD34+/CD38- Lineage 488 530/30-A Median,CD34+/CD38- CD7_CD10 V405 450/50-A Mean,CD34+/CD38- CD7_CD10 V405 450/50-A Median,CD34+/CD38- Live V405 525/50-A Mean,CD34+/CD38- Live V405 525/50-A Median,CD34+/CD38- CD45 V405 780/60-A Mean,CD34+/CD38- CD45 V405 780/60-A Median,CD34+/CD38- Time Mean,CD34+/CD38- Time Median,CD90+ HSC #Events,CD90+ HSC %Parent,CD90+ HSC FSC-A Mean,CD90+ HSC FSC-A Median,CD90+ HSC FSC-W Mean,CD90+ HSC FSC-W Median,CD90+ HSC SSC-A Mean,CD90+ HSC SSC-A Median,CD90+ HSC CD33 640 670/30-A Mean,CD90+ HSC CD33 640 670/30-A Median,CD90+ HSC CD45RA 640 730/45-A Mean,CD90+ HSC CD45RA 640 730/45-A Median,CD90+ HSC CD34 640 780/60-A Mean,CD90+ HSC CD34 640 780/60-A Median,CD90+ HSC CD90 561 582/15-A Mean,CD90+ HSC CD90 561 582/15-A Median,CD90+ HSC CD49f 561 670/14-A Mean,CD90+ HSC CD49f 561 670/14-A Median,CD90+ HSC CD38 561 780/60-A Mean,CD90+ HSC CD38 561 780/60-A Median,CD90+ HSC Lineage 488 530/30-A Mean,CD90+ HSC Lineage 488 530/30-A Median,CD90+ HSC CD7_CD10 V405 450/50-A Mean,CD90+ HSC CD7_CD10 V405 450/50-A Median,CD90+ HSC Live V405 525/50-A Mean,CD90+ HSC Live V405 525/50-A Median,CD90+ HSC CD45 V405 780/60-A Mean,CD90+ HSC CD45 V405 780/60-A Median,CD90+ HSC Time Mean,CD90+ HSC Time Median
A11,1,,"135,679","135,679","89,628","89,628","81,216","81,216",89,89,74,74,"3,775","3,775","1,082","1,082","1,594","1,594",229,229,126,126,46,46,320,320,"1,674","1,674","9,314","9,314",1,100,"135,679","135,679","89,628","89,628","81,216","81,216",89,89,74,74,"3,775","3,775","1,082","1,082","1,594","1,594",229,229,126,126,46,46,320,320,"1,674","1,674","9,314","9,314",1,100,"135,679","135,679","89,628","89,628","81,216","81,216",89,89,74,74,"3,775","3,775","1,082","1,082","1,594","1,594",229,229,126,126,46,46,320,320,"1,674","1,674","9,314","9,314",1,100,"135,679","135,679","89,628","89,628","81,216","81,216",89,89,74,74,"3,775","3,775","1,082","1,082","1,594","1,594",229,229,126,126,46,46,320,320,"1,674","1,674","9,314","9,314",1,100,"135,679","135,679","89,628","89,628","81,216","81,216",89,89,74,74,"3,775","3,775","1,082","1,082","1,594","1,594",229,229,126,126,46,46,320,320,"1,674","1,674","9,314","9,314",1,100,"135,679","135,679","89,628","89,628","81,216","81,216",89,89,74,74,"3,775","3,775","1,082","1,082","1,594","1,594",229,229,126,126,46,46,320,320,"1,674","1,674","9,314","9,314",1,100,"135,679","135,679","89,628","89,628","81,216","81,216",89,89,74,74,"3,775","3,775","1,082","1,082","1,594","1,594",229,229,126,126,46,46,320,320,"1,674","1,674","9,314","9,314",1,100,"135,679","135,679","89,628","89,628","81,216","81,216",89,89,74,74,"3,775","3,775","1,082","1,082","1,594","1,594",229,229,126,126,46,46,320,320,"1,674","1,674","9,314","9,314",1,100,"135,679","135,679","89,628","89,628","81,216","81,216",89,89,74,74,"3,775","3,775","1,082","1,082","1,594","1,594",229,229,126,126,46,46,320,320,"1,674","1,674","9,314","9,314"
A12,1,,"84,786","84,786","87,824","87,824","81,588","81,588",202,202,41,41,"3,899","3,899",683,683,"1,229","1,229",456,456,124,124,121,121,401,401,"1,294","1,294","9,964","9,964",1,100,"84,786","84,786","87,824","87,824","81,588","81,588",202,202,41,41,"3,899","3,899",683,683,"1,229","1,229",456,456,124,124,121,121,401,401,"1,294","1,294","9,964","9,964",1,100,"84,786","84,786","87,824","87,824","81,588","81,588",202,202,41,41,"3,899","3,899",683,683,"1,229","1,229",456,456,124,124,121,121,401,401,"1,294","1,294","9,964","9,964",1,100,"84,786","84,786","87,824","87,824","81,588","81,588",202,202,41,41,"3,899","3,899",683,683,"1,229","1,229",456,456,124,124,121,121,401,401,"1,294","1,294","9,964","9,964",1,100,"84,786","84,786","87,824","87,824","81,588","81,588",202,202,41,41,"3,899","3,899",683,683,"1,229","1,229",456,456,124,124,121,121,401,401,"1,294","1,294","9,964","9,964",1,100,"84,786","84,786","87,824","87,824","81,588","81,588",202,202,41,41,"3,899","3,899",683,683,"1,229","1,229",456,456,124,124,121,121,401,401,"1,294","1,294","9,964","9,964",1,100,"84,786","84,786","87,824","87,824","81,588","81,588",202,202,41,41,"3,899","3,899",683,683,"1,229","1,229",456,456,124,124,121,121,401,401,"1,294","1,294","9,964","9,964",1,100,"84,786","84,786","87,824","87,824","81,588","81,588",202,202,41,41,"3,899","3,899",683,683,"1,229","1,229",456,456,124,124,121,121,401,401,"1,294","1,294","9,964","9,964",1,100,"84,786","84,786","87,824","87,824","81,588","81,588",202,202,41,41,"3,899","3,899",683,683,"1,229","1,229",456,456,124,124,121,121,401,401,"1,294","1,294","9,964","9,964"
B1,1,,"131,766","131,766","97,081","97,081","73,873","73,873",198,198,138,138,"3,582","3,582","2,590","2,590",337,337,352,352,263,263,-7,-7,382,382,973,973,"20,906","20,906",1,100,"131,766","131,766","97,081","97,081","73,873","73,873",198,198,138,138,"3,582","3,582","2,590","2,590",337,337,352,352,263,263,-7,-7,382,382,973,973,"20,906","20,906",1,100,"131,766","131,766","97,081","97,081","73,873","73,873",198,198,138,138,"3,582","3,582","2,590","2,590",337,337,352,352,263,263,-7,-7,382,382,973,973,"20,906","20,906",1,100,"131,766","131,766","97,081","97,081","73,873","73,873",198,198,138,138,"3,582","3,582","2,590","2,590",337,337,352,352,263,263,-7,-7,382,382,973,973,"20,906","20,906",1,100,"131,766","131,766","97,081","97,081","73,873","73,873",198,198,138,138,"3,582","3,582","2,590","2,590",337,337,352,352,263,263,-7,-7,382,382,973,973,"20,906","20,906",1,100,"131,766","131,766","97,081","97,081","73,873","73,873",198,198,138,138,"3,582","3,582","2,590","2,590",337,337,352,352,263,263,-7,-7,382,382,973,973,"20,906","20,906",1,100,"131,766","131,766","97,081","97,081","73,873","73,873",198,198,138,138,"3,582","3,582","2,590","2,590",337,337,352,352,263,263,-7,-7,382,382,973,973,"20,906","20,906",1,100,"131,766","131,766","97,081","97,081","73,873","73,873",198,198,138,138,"3,582","3,582","2,590","2,590",337,337,352,352,263,263,-7,-7,382,382,973,973,"20,906","20,906",1,100,"131,766","131,766","97,081","97,081","73,873","73,873",198,198,138,138,"3,582","3,582","2,590","2,590",337,337,352,352,263,263,-7,-7,382,382,973,973,"20,906","20,906"
B2,1,,"80,513","80,513","86,951","86,951","76,700","76,700",25,25,258,258,"5,553","5,553",312,312,797,797,633,633,180,180,-14,-14,428,428,866,866,"19,998","19,998",1,100,"80,513","80,513","86,951","86,951","76,700","76,700",25,25,258,258,"5,553","5,553",312,312,797,797,633,633,180,180,-14,-14,428,428,866,866,"19,998","19,998",1,100,"80,513","80,513","86,951","86,951","76,700","76,700",25,25,258,258,"5,553","5,553",312,312,797,797,633,633,180,180,-14,-14,428,428,866,866,"19,998","19,998",1,100,"80,513","80,513","86,951","86,951","76,700","76,700",25,25,258,258,"5,553","5,553",312,312,797,797,633,633,180,180,-14,-14,428,428,866,866,"19,998","19,998",1,100,"80,513","80,513","86,951","86,951","76,700","76,700",25,25,258,258,"5,553","5,553",312,312,797,797,633,633,180,180,-14,-14,428,428,866,866,"19,998","19,998",1,100,"80,513","80,513","86,951","86,951","76,700","76,700",25,25,258,258,"5,553","5,553",312,312,797,797,633,633,180,180,-14,-14,428,428,866,866,"19,998","19,998",1,100,"80,513","80,513","86,951","86,951","76,700","76,700",25,25,258,258,"5,553","5,553",312,312,797,797,633,633,180,180,-14,-14,428,428,866,866,"19,998","19,998",1,100,"80,513","80,513","86,951","86,951","76,700","76,700",25,25,258,258,"5,553","5,553",312,312,797,797,633,633,180,180,-14,-14,428,428,866,866,"19,998","19,998",1,100,"80,513","80,513","86,951","86,951","76,700","76,700",25,25,258,258,"5,553","5,553",312,312,797,797,633,633,180,180,-14,-14,428,428,866,866,"19,998","19,998"
B3,1,,"71,404","71,404","84,885","84,885","118,833","118,833",213,213,91,91,"3,139","3,139","2,593","2,593",839,839,696,696,219,219,-1,-1,345,345,730,730,"19,213","19,213",1,100,"71,404","71,404","84,885","84,885","118,833","118,833",213,213,91,91,"3,139","3,139","2,593","2,593",839,839,696,696,219,219,-1,-1,345,345,730,730,"19,213","19,213",1,100,"71,404","71,404","84,885","84,885","118,833","118,833",213,213,91,91,"3,139","3,139","2,593","2,593",839,839,696,696,219,219,-1,-1,345,345,730,730,"19,213","19,213",1,100,"71,404","71,404","84,885","84,885","118,833","118,833",213,213,91,91,"3,139","3,139","2,593","2,593",839,839,696,696,219,219,-1,-1,345,345,730,730,"19,213","19,213",1,100,"71,404","71,404","84,885","84,885","118,833","118,833",213,213,91,91,"3,139","3,139","2,593","2,593",839,839,696,696,219,219,-1,-1,345,345,730,730,"19,213","19,213",1,100,"71,404","71,404","84,885","84,885","118,833","118,833",213,213,91,91,"3,139","3,139","2,593","2,593",839,839,696,696,219,219,-1,-1,345,345,730,730,"19,213","19,213",1,100,"71,404","71,404","84,885","84,885","118,833","118,833",213,213,91,91,"3,139","3,139","2,593","2,593",839,839,696,696,219,219,-1,-1,345,345,730,730,"19,213","19,213",1,100,"71,404","71,404","84,885","84,885","118,833","118,833",213,213,91,91,"3,139","3,139","2,593","2,593",839,839,696,696,219,219,-1,-1,345,345,730,730,"19,213","19,213",1,100,"71,404","71,404","84,885","84,885","118,833","118,833",213,213,91,91,"3,139","3,139","2,593","2,593",839,839,696,696,219,219,-1,-1,345,345,730,730,"19,213","19,213"
B4,1,,"157,681","157,681","98,982","98,982","100,827","100,827",200,200,129,129,"5,695","5,695",479,479,"1,426","1,426",847,847,156,156,42,42,392,392,"1,247","1,247","17,358","17,358",1,100,"157,681","157,681","98,982","98,982","100,827","100,827",200,200,129,129,"5,695","5,695",479,479,"1,426","1,426",847,847,156,156,42,42,392,392,"1,247","1,247","17,358","17,358",1,100,"157,681","157,681","98,982","98,982","100,827","100,827",200,200,129,129,"5,695","5,695",479,479,"1,426","1,426",847,847,156,156,42,42,392,392,"1,247","1,247","17,358","17,358",1,100,"157,681","157,681","98,982","98,982","100,827","100,827",200,200,129,129,"5,695","5,695",479,479,"1,426","1,426",847,847,156,156,42,42,392,392,"1,247","1,247","17,358","17,358",1,100,"157,681","157,681","98,982","98,982","100,827","100,827",200,200,129,129,"5,695","5,695",479,479,"1,426","1,426",847,847,156,156,42,42,392,392,"1,247","1,247","17,358","17,358",1,100,"157,681","157,681","98,982","98,982","100,827","100,827",200,200,129,129,"5,695","5,695",479,479,"1,426","1,426",847,847,156,156,42,42,392,392,"1,247","1,247","17,358","17,358",1,100,"157,681","157,681","98,982","98,982","100,827","100,827",200,200,129,129,"5,695","5,695",479,479,"1,426","1,426",847,847,156,156,42,42,392,392,"1,247","1,247","17,358","17,358",1,100,"157,681","157,681","98,982","98,982","100,827","100,827",200,200,129,129,"5,695","5,695",479,479,"1,426","1,426",847,847,156,156,42,42,392,392,"1,247","1,247","17,358","17,358",1,100,"157,681","157,681","98,982","98,982","100,827","100,827",200,200,129,129,"5,695","5,695",479,479,"1,426","1,426",847,847,156,156,42,42,392,392,"1,247","1,247","17,358","17,358"
B5,1,,"115,093","115,093","95,984","95,984","123,914","123,914",91,91,255,255,"2,994","2,994","1,634","1,634",682,682,645,645,307,307,275,275,549,549,"1,622","1,622","15,504","15,504",1,100,"115,093","115,093","95,984","95,984","123,914","123,914",91,91,255,255,"2,994","2,994","1,634","1,634",682,682,645,645,307,307,275,275,549,549,"1,622","1,622","15,504","15,504",1,100,"115,093","115,093","95,984","95,984","123,914","123,914",91,91,255,255,"2,994","2,994","1,634","1,634",682,682,645,645,307,307,275,275,549,549,"1,622","1,622","15,504","15,504",1,100,"115,093","115,093","95,984","95,984","123,914","123,914",91,91,255,255,"2,994","2,994","1,634","1,634",682,682,645,645,307,307,275,275,549,549,"1,622","1,622","15,504","15,504",1,100,"115,093","115,093","95,984","95,984","123,914","123,914",91,91,255,255,"2,994","2,994","1,634","1,634",682,682,645,645,307,307,275,275,549,549,"1,622","1,622","15,504","15,504",1,100,"115,093","115,093","95,984","95,984","123,914","123,914",91,91,255,255,"2,994","2,994","1,634","1,634",682,682,645,645,307,307,275,275,549,549,"1,622","1,622","15,504","15,504",1,100,"115,093","115,093","95,984","95,984","123,914","123,914",91,91,255,255,"2,994","2,994","1,634","1,634",682,682,645,645,307,307,275,275,549,549,"1,622","1,622","15,504","15,504",1,100,"115,093","115,093","95,984","95,984","123,914","123,914",91,91,255,255,"2,994","2,994","1,634","1,634",682,682,645,645,307,307,275,275,549,549,"1,622","1,622","15,504","15,504",1,100,"115,093","115,093","95,984","95,984","123,914","123,914",91,91,255,255,"2,994","2,994","1,634","1,634",682,682,645,645,307,307,275,275,549,549,"1,622","1,622","15,504","15,504"
B6,1,,"84,354","84,354","88,188","88,188","101,332","101,332",234,234,83,83,"5,342","5,342",906,906,896,896,813,813,152,152,294,294,406,406,"1,016","1,016","14,720","14,720",1,100,"84,354","84,354","88,188","88,188","101,332","101,332",234,234,83,83,"5,342","5,342",906,906,896,896,813,813,152,152,294,294,406,406,"1,016","1,016","14,720","14,720",1,100,"84,354","84,354","88,188","88,188","101,332","101,332",234,234,83,83,"5,342","5,342",906,906,896,896,813,813,152,152,294,294,406,406,"1,016","1,016","14,720","14,720",1,100,"84,354","84,354","88,188","88,188","101,332","101,332",234,234,83,83,"5,342","5,342",906,906,896,896,813,813,152,152,294,294,406,406,"1,016","1,016","14,720","14,720",1,100,"84,354","84,354","88,188","88,188","101,332","101,332",234,234,83,83,"5,342","5,342",906,906,896,896,813,813,152,152,294,294,406,406,"1,016","1,016","14,720","14,720",1,100,"84,354","84,354","88,188","88,188","101,332","101,332",234,234,83,83,"5,342","5,342",906,906,896,896,813,813,152,152,294,294,406,406,"1,016","1,016","14,720","14,720",1,100,"84,354","84,354","88,188","88,188","101,332","101,332",234,234,83,83,"5,342","5,342",906,906,896,896,813,813,152,152,294,294,406,406,"1,016","1,016","14,720","14,720",1,100,"84,354","84,354","88,188","88,188","101,332","101,332",234,234,83,83,"5,342","5,342",906,906,896,896,813,813,152,152,294,294,406,406,"1,016","1,016","14,720","14,720",1,100,"84,354","84,354","88,188","88,188","101,332","101,332",234,234,83,83,"5,342","5,342",906,906,896,896,813,813,152,152,294,294,406,406,"1,016","1,016","14,720","14,720"
B7,1,,"97,416","97,416","88,632","88,632","77,174","77,174",280,280,268,268,"3,565","3,565",810,810,938,938,743,743,169,169,131,131,395,395,"1,270","1,270","14,319","14,319",1,100,"97,416","97,416","88,632","88,632","77,174","77,174",280,280,268,268,"3,565","3,565",810,810,938,938,743,743,169,169,131,131,395,395,"1,270","1,270","14,319","14,319",1,100,"97,416","97,416","88,632","88,632","77,174","77,174",280,280,268,268,"3,565","3,565",810,810,938,938,743,743,169,169,131,131,395,395,"1,270","1,270","14,319","14,319",1,100,"97,416","97,416","88,632","88,632","77,174","77,174",280,280,268,268,"3,565","3,565",810,810,938,938,743,743,169,169,131,131,395,395,"1,270","1,270","14,319","14,319",1,100,"97,416","97,416","88,632","88,632","77,174","77,174",280,280,268,268,"3,565","3,565",810,810,938,938,743,743,169,169,131,131,395,395,"1,270","1,270","14,319","14,319",1,100,"97,416","97,416","88,632","88,632","77,174","77,174",280,280,268,268,"3,565","3,565",810,810,938,938,743,743,169,169,131,131,395,395,"1,270","1,270","14,319","14,319",1,100,"97,416","97,416","88,632","88,632","77,174","77,174",280,280,268,268,"3,565","3,565",810,810,938,938,743,743,169,169,131,131,395,395,"1,270","1,270","14,319","14,319",1,100,"97,416","97,416","88,632","88,632","77,174","77,174",280,280,268,268,"3,565","3,565",810,810,938,938,743,743,169,169,131,131,395,395,"1,270","1,270","14,319","14,319",1,100,"97,416","97,416","88,632","88,632","77,174","77,174",280,280,268,268,"3,565","3,565",810,810,938,938,743,743,169,169,131,131,395,395,"1,270","1,270","14,319","14,319"
B8,1,,"158,291","158,291","90,834","90,834","108,625","108,625",275,275,68,68,"5,672","5,672","1,637","1,637","1,574","1,574",963,963,303,303,179,179,454,454,"1,584","1,584","13,809","13,809",1,100,"158,291","158,291","90,834","90,834","108,625","108,625",275,275,68,68,"5,672","5,672","1,637","1,637","1,574","1,574",963,963,303,303,179,179,454,454,"1,584","1,584","13,809","13,809",1,100,"158,291","158,291","90,834","90,834","108,625","108,625",275,275,68,68,"5,672","5,672","1,637","1,637","1,574","1,574",963,963,303,303,179,179,454,454,"1,584","1,584","13,809","13,809",1,100,"158,291","158,291","90,834","90,834","108,625","108,625",275,275,68,68,"5,672","5,672","1,637","1,637","1,574","1,574",963,963,303,303,179,179,454,454,"1,584","1,584","13,809","13,809",1,100,"158,291","158,291","90,834","90,834","108,625","108,625",275,275,68,68,"5,672","5,672","1,637","1,637","1,574","1,574",963,963,303,303,179,179,454,454,"1,584","1,584","13,809","13,809",1,100,"158,291","158,291","90,834","90,834","108,625","108,625",275,275,68,68,"5,672","5,672","1,637","1,637","1,574","1,574",963,963,303,303,179,179,454,454,"1,584","1,584","13,809","13,809",1,100,"158,291","158,291","90,834","90,834","108,625","108,625",275,275,68,68,"5,672","5,672","1,637","1,637","1,574","1,574",963,963,303,303,179,179,454,454,"1,584","1,584","13,809","13,809",1,100,"158,291","158,291","90,834","90,834","108,625","108,625",275,275,68,68,"5,672","5,672","1,637","1,637","1,574","1,574",963,963,303,303,179,179,454,454,"1,584","1,584","13,809","13,809",1,100,"158,291","158,291","90,834","90,834","108,625","108,625",275,275,68,68,"5,672","5,672","1,637","1,637","1,574","1,574",963,963,303,303,179,179,454,454,"1,584","1,584","13,809","13,809"
B9,1,,"153,512","153,512","96,621","96,621","71,745","71,745",110,110,233,233,"4,664","4,664","2,918","2,918","2,692","2,692",293,293,225,225,114,114,300,300,"1,325","1,325","12,604","12,604",1,100,"153,512","153,512","96,621","96,621","71,745","71,745",110,110,233,233,"4,664","4,664","2,918","2,918","2,692","2,692",293,293,225,225,114,114,300,300,"1,325","1,325","12,604","12,604",1,100,"153,512","153,512","96,621","96,621","71,745","71,745",110,110,233,233,"4,664","4,664","2,918","2,918","2,692","2,692",293,293,225,225,114,114,300,300,"1,325","1,325","12,604","12,604",1,100,"153,512","153,512","96,621","96,621","71,745","71,745",110,110,233,233,"4,664","4,664","2,918","2,918","2,692","2,692",293,293,225,225,114,114,300,300,"1,325","1,325","12,604","12,604",1,100,"153,512","153,512","96,621","96,621","71,745","71,745",110,110,233,233,"4,664","4,664","2,918","2,918","2,692","2,692",293,293,225,225,114,114,300,300,"1,325","1,325","12,604","12,604",1,100,"153,512","153,512","96,621","96,621","71,745","71,745",110,110,233,233,"4,664","4,664","2,918","2,918","2,692","2,692",293,293,225,225,114,114,300,300,"1,325","1,325","12,604","12,604",1,100,"153,512","153,512","96,621","96,621","71,745","71,745",110,110,233,233,"4,664","4,664","2,918","2,918","2,692","2,692",293,293,225,225,114,114,300,300,"1,325","1,325","12,604","12,604",1,100,"153,512","153,512","96,621","96,621","71,745","71,745",110,110,233,233,"4,664","4,664","2,918","2,918","2,692","2,692",293,293,225,225,114,114,300,300,"1,325","1,325","12,604","12,604",1,100,"153,512","153,512","96,621","96,621","71,745","71,745",110,110,233,233,"4,664","4,664","2,918","2,918","2,692","2,692",293,293,225,225,114,114,300,300,"1,325","1,325","12,604","12,604"
