Well,Time,FSC-A,FSC-W,SSC-A,640 670/30-A,640 730/45-A,640 780/60-A,561 582/15-A,561 670/14-A,561 780/60-A,488 530/30-A,V405 450/50-A,V405 525/50-A,V405 780/60-A
B3,8673.799805,49978.19922,89476.35156,13874.69043,1762.77002,287.4299927,1479.359985,198.8999939,3342.599854,760.5,18.19000053,227.9599915,397.6999817,1970.459961
B4,9018.299805,66022.5625,89718.50781,13152.44043,1245.530029,349.7400208,2407.97998,89.09999847,1441.799927,1079.099976,43.87000275,296.019989,299.2999878,2979.879883
B5,9419.299805,57213.60156,91673.8125,19955.50195,957.4300537,197.6500092,1167.140015,144.8999939,1724.399902,681.2999878,97.37000275,520.7000122,1046.319946,1562.920044
B6,9676,57978.99219,86888.26563,14971.44043,943.3600464,277.3800049,1845.850098,282.6000061,1392.299927,793.7999878,14.9800005,311.6000061,247.6399994,2801.939941
B7,9894.5,65609.64063,89196.22656,11704.73047,1110.859985,215.0700073,1102.150024,233.0999908,2513.699951,842.3999634,14.9800005,207.4599915,255.0200043,1794.160034
B8,10127.59961,62241.17969,88680.52344,12348.87012,740.3500366,228.4700012,1356.080078,667.7999878,1097.099976,901.7999878,24.61000061,167.2799988,259.1199951,1594.900024
B9,10834.09961,67980.21094,91378.33594,16585,1592.590088,389.9400024,2450.189941,1356.299927,2456.099854,1239.299927,31.03000069,389.5,515.7799683,3056.959961
B10,11125.2998,58966.65234,87571.40625,10270.93066,958.7700195,276.0400085,1928.930054,196.1999969,908.0999756,916.1999512,24.61000061,369,310.7799988,3348.060059
B11,11519,53347.58984,83996.52344,9257.640625,491.7799988,182.2400055,1173.170044,142.1999969,606.5999756,729.8999634,9.630000114,291.9199829,320.6199951,3177.5
B12,11927.2002,61905.44922,87541.75781,9932.810547,1177.190063,235.1700134,1284.390015,69.29999542,2314.800049,822.5999756,20.33000183,144.3199921,185.3199921,1466.97998
C1,12168.7002,65258.10156,89434.45313,12767.24023,818.0700073,196.980011,1358.76001,25.19999886,1334.699951,660.5999756,6.420000076,316.519989,342.7600098,2863.439941
C2,12813.7002,63979.35156,89183.26563,10144.6709,1742,328.3000183,1918.880005,494.0999756,3073.5,931.5,39.59000015,374.7399902,387.8599854,3999.139893
C3,13269.09961,64244.40234,91780.125,12235.4502,1325.26001,305.5200195,1749.369995,166.5,2127.599854,999.8999634,19.26000023,316.519989,314.0599976,2191.040039
C4,13910.59961,60966.15234,93050.09375,12244.01074,1887.390015,369.1700134,1884.710083,1699.199951,3892.5,1185.299927,38.52000046,309.1399841,317.3399963,2963.47998
C5,15159.5,52621.26172,85068.375,10079.40039,1092.77002,268,1697.109985,93.59999847,1639.799927,733.5,33.17000198,232.0599976,280.4400024,2358.320068
C6,15841.09961,57214.53125,92078.27344,16191.24121,1051.900024,329.6400146,2399.939941,561.5999756,868.5,1324.799927,1.070000052,469.0400085,633.8599854,4482.939941
C7,16198.09961,44251.26172,85368.42188,8599.59082,550.0700073,146.730011,899.8099976,65.69999695,548.0999756,366.2999878,18.19000053,137.7599945,195.9799957,1189.819946
C8,16595,50444.12891,89312.60938,14477.10059,1064.630005,272.0200195,1667.630005,392.3999939,1178.099976,653.3999634,40.66000366,298.480011,395.2399902,2311.580078
C9,18438,48150.75,83896.72656,10529.87012,1294.440063,296.8099976,1879.350098,238.5,1818,1012.5,11.77000046,286.1799927,310.7799988,2873.280029
C10,18827.09961,63193.5,89698.0625,18003.82031,1997.27002,430.1400146,2424.72998,6073.199707,3654.899902,1505.699951,10.70000076,339.480011,317.3399963,3607.179932
C11,19344.19922,61412.55078,85723.82031,11905.89063,762.460022,247.230011,1580.530029,351.8999939,691.1999512,869.3999634,33.17000198,195.9799957,220.5800018,1879.439941
C12,19789.30078,56946.69141,89866.32031,13690.65039,836.8300171,225.7900085,702.8300171,31.5,1012.5,544.5,56.7100029,196.8000031,349.3200073,1643.280029
D1,20292.5,63497.60938,93718.42969,12781.15039,1728.600098,389.9400024,2511.160156,1349.099976,3353.399902,1383.299927,19.26000023,266.5,307.5,2558.399902
D2,21329,59802.71875,89678.76563,10579.09082,1096.790039,314.230011,1972.480103,81,1317.599976,1070.099976,19.26000023,278.7999878,247.6399994,2378.820068
D3,22194.30078,65132.55078,90216.99219,12611.02051,1246.200073,351.75,2238.469971,375.2999878,1506.599976,1062,48.15000153,244.3600006,345.2200012,2825.719971
D4,23251.40039,59187.99219,88429.14844,11177.2207,847.5500488,261.9700012,1758.75,334.7999878,937.7999878,851.3999634,3.210000038,287.8200073,426.3999939,2916.73999
D5,23643.40039,62059.83203,88730.78906,10731.03027,1072,296.1400146,1815.030029,174.5999908,1500.299927,910.7999878,62.06000137,323.0799866,441.980011,3307.060059
D6,24959,54442.19922,87307.88281,10365.09082,2064.27002,349.0700073,1911.51001,513,4151.699707,935.0999756,16.05000114,249.2799988,272.2399902,2542
D7,25444.40039,62676.42188,86604.44531,11001.74023,1484.050049,341.0299988,1957.73999,379.7999878,3020.399902,1042.199951,47.08000183,556.7799683,410,4172.160156
D8,25828.40039,53255.51953,86394.22656,9195.580078,628.460022,229.8100128,1486.72998,304.1999817,521.0999756,751.5,25.68000031,191.8800049,238.6199951,1497.319946
D9,26388.30078,66242.03906,93832.15625,12290.02051,618.4100342,203.0100098,1536.310059,296.1000061,417.5999756,895.5,38.52000046,291.9199829,413.2799988,2255.820068
D10,26661.19922,60574.62109,89458.67969,11108.74023,1494.100098,334.3300171,1702.470093,284.3999939,2441.699951,939.5999756,24.61000061,318.1600037,369.8200073,2746.179932
D11,27012,62213.28125,86539.23438,9436.330078,1072,251.9200134,1417.720093,941.3999634,1771.199951,859.5,28.8900013,318.1600037,285.3599854,3096.320068
D12,27258.69922,58530.48047,88829.92188,10741.73047,784.5700073,203.0100098,1427.099976,101.6999969,955.7999878,756.8999634,26.75000191,266.5,255.0200043,2572.340088
E1,27876.90039,67438.02344,91128.03125,12348.87012,755.0900269,166.1600037,907.1799927,123.2999954,1429.199951,546.2999878,41.73000336,196.8000031,308.3200073,1339.880005
E2,28441.5,49218.39063,83984.07031,9127.100586,528.6300049,153.4300079,1190.590088,65.69999695,465.2999878,675.8999634,11.77000046,259.9400024,349.3200073,2489.52002
E3,28975.69922,58516.53125,87531.71094,9897.5,908.5200195,228.4700012,1486.060059,183.5999908,1399.5,696.5999756,18.19000053,271.4199829,237.8000031,2619.899902
E4,29492.90039,62660.60938,87969.96875,8708.730469,1464.619995,293.460022,1513.530029,185.3999939,3178.799805,851.3999634,49.22000122,245.1799927,367.3599854,1752.339966
E5,30783.90039,52385.03906,82953.32031,9650.330078,408.0299988,128.6399994,980.210022,51.29999924,390.5999756,435.5999756,17.12000084,228.7799988,271.4199829,1826.140015
