Well,Time,FSC-A,FSC-W,SSC-A,640 670/30-A,640 730/45-A,640 780/60-A,561 582/15-A,561 670/14-A,561 780/60-A,488 530/30-A,V405 450/50-A,V405 525/50-A,V405 780/60-A
B6,5653.200195,55319.19141,85231.30469,10056.93066,1112.869995,260.6300049,1770.140015,560.7000122,1777.5,935.0999756,12.84000015,152.5200043,152.5200043,2816.699951
B7,5868,74437.20313,95739.61719,15444.38086,1027.109985,286.0899963,1712.52002,244.7999878,1590.299927,921.5999756,29.96000099,343.5799866,365.7200012,3022.52002
B8,6133.399902,56902.98047,84798.72656,9922.110352,865.6400146,194.9700012,1277.02002,167.3999939,1449.899902,846,8.56000042,150.8800049,189.4199982,1782.679932
B9,6440.700195,55841.85156,86290.15625,9606.460938,803.3300171,233.8300018,1473.330078,664.2000122,1206.900024,851.3999634,9.630000114,233.6999969,266.5,2057.379883
B10,6807.299805,74661.32813,95460.22656,13281.91113,1081.380005,304.1799927,2032.110107,218.6999969,1180.799927,1020.599976,53.50000381,357.519989,342.7600098,3017.599854
B11,7138.799805,59628.80859,86412.53125,13733.4502,1043.859985,284.75,1748.700073,423.8999939,1209.599976,756,2.140000105,296.019989,256.6600037,2856.879883
B12,7366.5,68638.64844,91104.85156,11071.29102,1134.97998,291.4500122,2066.280029,158.3999939,1341,1045.799927,22.47000122,359.1600037,418.1999817,2884.76001
C1,7593.200195,74513.46094,95818.89844,11827.78027,1394.940063,347.730011,2140.650146,161.0999908,1975.5,1123.199951,18.19000053,328.8200073,250.0999908,2743.719971
C2,7864.600098,64182.08984,90030.76563,12751.19043,1550.380005,357.7799988,2069.630127,208.7999878,2691,1119.599976,33.17000198,411.6399841,444.4400024,3958.139893
C3,8135.299805,69822.53906,95617.89063,13498.05078,948.0500488,282.0700073,1624.080078,315,1581.299927,855.8999634,21.40000153,256.6600037,327.1799927,2495.26001
C4,8360.900391,64472.25,90493.96094,10725.68066,1077.359985,253.9300079,1849.200073,74.69999695,1648.799927,847.7999878,5.350000381,155.8000031,305.8599854,1537.5
C5,8588,53426.64063,83911.32813,10422.87012,978.8699951,247.230011,1657.580078,46.79999924,1312.199951,936,3.210000038,279.6199951,255.8399963,2346.840088
C6,8819.099609,69464.49219,91675.5625,11306.69043,837.5,270.0100098,1593.26001,453.5999756,1312.199951,799.1999512,32.10000229,236.9799957,405.0799866,1635.900024
C7,9224.599609,65217.17969,88405.92969,11992.56055,1013.040039,322.2700195,1985.210083,54.89999771,1307.699951,1000.799988,24.61000061,310.7799988,369.8200073,2519.040039
C8,9452.5,58600.23047,91329.96094,13123.55078,909.1900024,286.7600098,2162.090088,49.5,1104.299927,910.7999878,35.31000137,456.7399902,293.5599976,4537.879883
C9,9667.299805,68637.71875,89547.53906,12940.58105,1660.26001,393.960022,2201.620117,345.5999756,2814.299805,1165.5,6.420000076,405.8999939,355.8800049,3500.580078
C10,9864,63001.92188,87286.09375,12455.87109,1143.02002,266.6600037,1687.060059,579.5999756,1838.699951,783.8999634,41.73000336,320.6199951,290.2799988,2465.73999
C11,10084.2998,51779.60938,83395.07031,8406.990234,820.0800171,225.7900085,1435.810059,58.5,1412.099976,631.7999878,25.68000031,214.0200043,206.6399994,1906.5
C12,10327.7002,64004.46094,89119.69531,11213.60059,911.2000122,265.9900208,1842.5,273.6000061,1720.799927,989.0999756,-6.420000076,249.2799988,325.5400085,2782.26001
D1,10623.90039,61342.80078,89458.20313,9884.660156,1509.51001,349.7400208,2034.119995,125.0999985,2964.599854,1060.199951,7.490000248,154.1600037,208.2799988,2171.359863
D2,10863.09961,64180.23047,87590.91406,11940.13086,1537.650024,318.9200134,1764.780029,75.59999847,2723.399902,1034.099976,48.15000153,346.0400085,317.3399963,3157
D3,11143.7002,64102.10938,88050.89063,10781.32031,1099.469971,233.1600037,1371.48999,474.2999878,2151.899902,958.5,54.57000351,190.2400055,254.1999969,2098.379883
D4,11487.7002,61947.30078,86727.01563,9917.830078,1266.300049,186.2600098,972.1700439,112.5,2513.699951,710.0999756,40.66000366,223.0399933,328.8200073,2001.619995
D5,11816.59961,57371.69922,87613,9561.520508,882.3900146,262.6400146,1670.980103,1323.900024,1205.099976,873.8999634,23.54000092,209.9199982,210.7400055,2303.379883
D6,12069.5,53600.55078,85337.94531,10954.66016,927.9500122,246.5600128,1237.48999,224.0999908,1921.5,714.5999756,24.61000061,198.4400024,302.5799866,1645.73999
D7,12303.7998,66037.4375,88901.82031,11123.7207,858.9400024,213.0600128,1333.970093,256.5,1632.599976,714.5999756,20.33000183,198.4400024,299.2999878,1619.5
D8,12520.40039,56483.55078,85389.16406,9852.560547,1636.140015,472.3500061,2920.530029,259.1999817,1780.199951,1438.199951,5.350000381,441.1600037,584.6599731,5025.779785
D9,12721.2998,64044.44922,90831.16406,15483.9707,972.8400269,247.9000092,1491.420044,141.3000031,1776.599976,723.5999756,6.420000076,246,141.8600006,2670.73999
D10,12954.09961,64366.23047,90028.92969,11478.96094,921.25,280.0599976,1766.119995,258.2999878,1334.699951,988.1999512,6.420000076,370.6399841,397.6999817,2805.219971
D11,13161.59961,59271.69141,87306.25781,9789.430664,1167.140015,332.9900208,2173.47998,315,1691.099976,1211.400024,7.490000248,219.7599945,293.5599976,2417.359863
D12,13433.2998,70265.21875,94050.50781,15483.9707,1766.790039,432.8200073,2519.870117,553.5,2833.199951,1625.399902,40.66000366,323.0799866,330.4599915,3184.060059
E1,13652.2998,59543.25,86575.69531,11993.63086,1068.650024,163.480011,898.4700317,31.5,2467.800049,413.0999756,26.75000191,265.6799927,296.019989,1234.099976
E2,13853.2002,51009.57031,84313.94531,10458.18066,649.9000244,203.6800079,1386.900024,62.09999847,795.5999756,761.3999634,4.28000021,233.6999969,410.8200073,2200.879883
E3,14053.7998,63508.76953,88799.27344,9574.360352,1015.720032,233.1600037,1535.640015,154.8000031,1621.799927,907.1999512,34.24000168,267.3200073,355.0599976,2172.179932
E4,14394.5,50291.60938,85752.85938,9739.140625,852.2400513,251.25,1705.820068,37.79999924,719.0999756,768.5999756,14.9800005,309.9599915,287,2929.040039
E5,14658.2002,56992.26172,87023.40625,10845.52051,1147.040039,318.9200134,2161.420166,131.3999939,1460.699951,1004.399963,19.26000023,250.0999908,296.019989,3084.840088
E6,14974.7998,55790.69922,91343.54688,16909.21094,1015.720032,323.6100159,1843.840088,1639.799927,993.5999756,1024.199951,34.24000168,423.9400024,419.8399963,3644.080078
E7,15318,58144.53125,90922.45313,10858.36035,1275.01001,333.6600037,2008.660034,206.0999908,1914.299927,953.0999756,20.33000183,669.9400024,332.9199829,4298.439941
E8,15572.7998,70138.74219,92617.61719,11027.4209,1745.350098,414.0599976,2308.150146,38.70000076,3031.199951,1197.900024,37.45000076,298.480011,304.2200012,2920.840088
E9,15828.40039,64759.62109,90471.03125,13170.63086,1011.030029,307.5299988,1740.660034,225.8999939,1422.899902,865.7999878,14.9800005,282.0799866,335.3800049,2544.459961
E10,16140.2998,63307.89063,89924.70313,12767.24023,1463.950073,348.3999939,2385.199951,110.6999969,1999.799927,1267.199951,37.45000076,381.2999878,346.8599854,3534.199951
E11,16505.80078,65841.21094,92540.3125,13205.94043,1462.609985,317.5800171,1877.340088,774,2663.099854,1109.699951,-4.28000021,507.5799866,349.3200073,3290.659912
E12,16847.09961,63659.42969,86160.64063,15909.83105,1652.890015,471.0100098,3536.26001,183.5999908,1263.599976,1647.899902,25.68000031,376.3800049,336.2000122,4116.399902
F1,17205.69922,62823.35938,87944.11719,11062.73047,890.4299927,272.6900024,1778.180054,197.0999908,1295.099976,905.3999634,35.31000137,191.0599976,215.6600037,1706.420044
F2,17611,64064.91016,88275.47656,11690.82031,1278.359985,404.6800232,2651.860107,750.5999756,1775.699951,1328.400024,17.12000084,204.1799927,396.8800049,2318.959961
F3,17846.30078,70862.28125,89660.02344,16838.5918,1764.780029,399.9900208,2506.469971,1460.699951,2329.199951,1347.299927,72.76000214,413.2799988,428.8599854,3378.399902
F4,18155.09961,63120.96094,90528.40625,17719.20117,1145.700073,350.4100037,2292.73999,1476.899902,1582.199951,1102.5,-9.630000114,341.1199951,376.3800049,3352.159912
F5,18413.90039,62990.76172,86780.80469,10779.18066,1186.570068,278.0500183,1795.600098,417.5999756,2184.300049,951.2999878,35.31000137,293.5599976,255.0200043,2900.340088
F6,18677.80078,52853.76172,85611.08594,10535.2207,1187.910034,232.4900055,1289.080078,198.8999939,2090.699951,668.7000122,27.8200016,232.8800049,323.0799866,1550.619995
F7,18933.40039,67924.41406,91777.71875,10993.18066,2561.410156,385.9200134,2084.370117,531,5794.199707,1470.599976,8.56000042,261.5799866,316.519989,2277.959961
F8,19142.19922,60789.44922,84628.73438,16518.66016,704.1700439,178.2200012,1155.080078,19.79999924,823.5,630.8999634,8.56000042,190.2400055,227.1399994,1627.699951
F9,19411,65910.03125,90339.23438,14401.13086,1624.75,381.230011,2464.930176,792.8999634,2979,1246.5,4.28000021,384.5799866,298.480011,3685.899902
F10,19683.40039,68546.57813,88931.17188,13737.73047,1206.670044,347.730011,2426.73999,2237.399902,1339.199951,1157.400024,19.26000023,435.4199829,420.6600037,4098.359863
F11,19923.5,63884.49219,88506.98438,12598.18066,1218.060059,367.1600037,2410.660156,131.3999939,1376.099976,1179,36.38000107,226.3199921,278.7999878,2747.820068
F12,20220.09961,80006.96875,94853.94531,18585.90039,2545.330078,497.8099976,2814,3662.099854,4951.799805,1692,54.57000351,396.8800049,483.7999878,3078.280029
G1,20539,58121.28125,87235.16406,10764.2002,1733.960083,345.0500183,1770.810059,96.29999542,3478.5,993.5999756,36.38000107,258.2999878,355.0599976,2212.359863
G2,20791.40039,67422.21094,90592.97656,12405.58105,1087.410034,276.0400085,1715.869995,629.0999756,1502.099976,936.8999634,8.56000042,355.8800049,339.480011,3476.800049
G3,21050,80704.46875,97775.14063,22155.42188,2395.920166,452.25,2485.699951,1038.599976,4685.399902,1562.399902,11.77000046,497.7399902,359.1600037,4125.419922
G4,21326.30078,53623.80078,91020.1875,15913.04102,1684.380005,439.5200195,2415.350098,145.8000031,2488.5,1207.799927,6.420000076,558.4199829,438.6999817,4246.779785
G5,21613,63450.17969,89465.58594,10427.15039,929.960022,299.4900208,1840.48999,295.1999817,855,911.6999512,18.19000053,311.6000061,328.8200073,3001.199951
G6,21844,58483.05078,88790.83594,11445.79102,2117.199951,330.980011,1702.470093,1814.399902,4606.199707,1036.799927,23.54000092,201.7200012,226.3199921,2590.379883
G7,22099.5,63024.24219,86672.05469,9773.380859,420.0899963,135.3399963,886.4100342,152.0999908,308.6999817,417.5999756,26.75000191,219.7599945,308.3200073,1312.819946
G8,22411.40039,56213.85156,85193.69531,9086.44043,1648.869995,353.7600098,1890.73999,241.1999969,3369.599854,1123.199951,44.94000244,274.7000122,373.1000061,2685.5
G9,22654.09961,60803.40234,85742.82031,9953.140625,1528.940063,412.7200012,2605.630127,421.1999817,2265.300049,1396.799927,14.9800005,338.6600037,277.980011,3679.340088
G10,22917.5,64345.76953,90025.28906,11274.59082,1239.5,329.6400146,2049.530029,134.0999908,1830.599976,1088.099976,36.38000107,314.0599976,346.0400085,2491.159912
G11,23191.80078,71224.98438,92753.11719,13305.4502,1299.800049,355.1000061,2695.410156,133.1999969,1009.799988,1198.799927,-26.75000191,290.2799988,393.6000061,2936.419922
G12,23510.30078,57750.21094,89062.66406,11952.9707,1330.619995,349.0700073,2279.340088,116.0999985,1636.199951,1182.599976,-4.28000021,322.2600098,338.6600037,2605.139893
H1,23879.59961,52332.96094,86621.53906,12731.93066,1027.780029,318.25,2323.560059,436.5,1117.799927,1324.799927,22.47000122,339.480011,384.5799866,3562.899902
H2,24084.09961,71367.27344,93001.25,17657.14063,2389.890137,588.9299927,3487.350098,1071.900024,4562.100098,1809.899902,32.10000229,457.5599976,643.7000122,4627.259766
H3,24294.19922,60832.23047,84989.78906,10824.12012,1214.710083,294.8000183,1917.540039,366.2999878,2101.5,1091.699951,26.75000191,221.3999939,282.8999939,2574.800049
H4,24528.09961,58368.66016,95209.90625,11094.83008,864.9700317,292.7900085,2036.800049,148.5,828.8999634,1009.799988,34.24000168,605.1599731,516.5999756,4592.819824
H5,24806.40039,68156.91406,91989.44531,14769.21094,1378.859985,271.3500061,1408.340088,708.2999878,3721.5,1053,34.24000168,273.0599976,373.1000061,2305.840088
H6,25215.80078,59388.87109,90886.16406,11331.30078,1119.570068,376.5400085,2662.580078,124.1999969,760.5,1357.199951,12.84000015,421.480011,469.0400085,4660.879883
H7,25458.19922,62064.48047,86930.07031,11145.12012,1398.960083,274.7000122,1723.23999,112.5,2472.300049,956.6999512,13.9100008,272.2399902,328,2185.300049
H8,25723.40039,53721.44922,92307.19531,15078.44043,714.8900146,209.0400085,1404.98999,73.79999542,821.6999512,549.8999634,27.8200016,252.5599976,148.4199982,1887.640015
H9,25975,64169.07031,88781.125,11694.03027,1904.140015,357.7799988,2043.5,706.5,3959.099854,1193.400024,28.8900013,347.6799927,435.4199829,3491.560059
H10,26195.40039,64943.76172,92256.35156,11476.82031,1474,383.2400208,2807.969971,108.8999939,1782,1463.399902,7.490000248,382.9400024,302.5799866,3535.840088
H11,26469.19922,69641.1875,91696.40625,11822.43066,2921.870117,423.4400024,1985.210083,4536,6473.699707,1449,51.36000061,268.1399841,350.1399841,2816.699951
H12,26791.19922,50370.66016,82931.57813,13643.57031,799.3099976,174.1999969,1256.920044,275.3999939,927,548.0999756,25.68000031,168.1000061,179.5800018,1775.299927
