Well,Time,FSC-A,FSC-W,SSC-A,640 670/30-A,640 730/45-A,640 780/60-A,561 582/15-A,561 670/14-A,561 780/60-A,488 530/30-A,V405 450/50-A,V405 525/50-A,V405 780/60-A
C2,10483.09961,54805.83203,86600.48438,12175.53027,1129.619995,313.5599976,2065.610107,239.3999939,1549.799927,971.0999756,24.61000061,296.019989,377.1999817,2656.800049
C3,11012.2998,61566.92969,90121.96875,10891.53027,1156.420044,359.7900085,2265.939941,48.59999847,1191.599976,1137.599976,26.75000191,320.6199951,322.2600098,3276.719971
C4,11301.2998,53756.78906,86164.42969,8964.459961,1538.98999,303.5100098,1688.400024,241.1999969,2678.399902,1032.299927,29.96000099,281.2600098,250.0999908,3031.540039
C5,11537.7998,53807.01172,87614.19531,9587.200195,777.8699951,221.7700043,1707.830078,207,740.6999512,732.5999756,32.10000229,270.6000061,179.5800018,2261.560059
C6,11800.7002,65916.53906,103169.3281,22910.8418,1049.890015,369.8399963,2434.780029,81,716.3999634,1008,10.70000076,273.0599976,391.9599915,2678.119873
C7,12024.7002,77107.23438,96125.15625,13575.09082,2288.719971,448.230011,2454.880127,144,4068,1617.299927,23.54000092,394.4199829,439.519989,3234.899902
C8,12489.09961,52416.66016,85950.375,10129.69043,682.7300415,176.2100067,1242.180054,360,981.8999634,641.7000122,33.17000198,150.8800049,291.1000061,1496.5
C9,13073.7002,63394.37891,88347.17188,10312.66016,1259.599976,353.0899963,2178.170166,369.8999939,1477.799927,1075.5,53.50000381,236.9799957,355.0599976,2271.399902
C10,13667.5,61588.32031,87306.17969,11427.60059,1492.090088,404.0100098,2721.540039,2638.800049,1800.899902,1254.599976,16.05000114,403.4400024,427.2200012,4287.779785
C11,13954.40039,56735.58203,87992.78906,13803.00098,1048.550049,362.4700012,2710.150146,134.0999908,733.5,1102.5,31.03000069,637.1400146,569.0800171,4174.620117
C12,14506.7998,61373.49219,87981.74219,9301.510742,966.1400146,261.3000183,1552.390015,250.1999969,1553.399902,798.2999878,9.630000114,369,295.2000122,2127.899902
D1,15080.59961,68663.75781,90735.72656,10905.44043,2152.040039,387.2600098,1961.090088,140.3999939,4560.299805,1219.5,16.05000114,275.519989,419.8399963,2446.060059
D2,15296.5,53663.78906,84553.30469,11964.74023,1094.780029,247.9000092,1492.76001,138.5999908,1726.199951,755.0999756,2.140000105,251.7399902,377.1999817,1891.73999
D3,15666.5,57742.76953,88582.17188,11294.9209,1372.830078,390.6100159,2324.900146,55.79999924,1935.899902,1123.199951,14.9800005,447.7200012,473.9599915,4161.5
D4,15894.5,63630.60156,88371.9375,11352.7002,862.2900391,275.3699951,1934.960083,216.8999939,722.6999512,1008.899963,33.17000198,248.4599915,300.9400024,2392.76001
D5,16231.09961,54470.10156,85036.625,13354.6709,1501.470093,389.2700195,2593.570068,209.6999969,1853.099976,1287,18.19000053,268.9599915,310.7799988,2629.73999
D6,16586.30078,61260.96094,88254.78906,10249.53027,987.5800171,246.5600128,1579.190063,380.6999817,1386,805.5,27.8200016,217.3000031,250.9199982,2573.97998
D7,16810.80078,57229.41016,86598.63281,11752.88086,1381.540039,316.9100037,2158.070068,96.29999542,2421,1051.199951,32.10000229,553.5,410,4404.219727
D8,17161,63054.92969,92343.42188,13219.85059,1421.73999,406.6900024,2619.030029,394.1999817,1937.699951,1278,17.12000084,448.5400085,378.8399963,4396.839844
D9,17443.09961,62097.96094,90862.75781,9363.570313,1083.390015,291.4500122,1659.590088,72.90000153,1448.099976,821.6999512,37.45000076,142.6799927,236.9799957,1799.900024
D10,17792.90039,62240.25,89235.99219,11881.28027,1525.590088,347.730011,1903.470093,92.69999695,3297.599854,1232.099976,4.28000021,241.8999939,314.0599976,2564.959961
D11,18090.5,67426.85938,91314.40625,12477.27051,1094.109985,303.5100098,1878.680054,106.1999969,954.8999634,1057.5,22.47000122,318.1600037,314.8800049,3161.919922
D12,18347.90039,77955.39063,95815.53906,17300.83008,1952.380005,430.8099976,2290.060059,567.8999634,3932.099854,1415.699951,72.76000214,375.5599976,471.5,3381.679932
E1,18555,58652.30859,88586.0625,10751.36035,470.3400269,143.3800049,1013.040039,98.09999847,502.1999817,567.8999634,12.84000015,223.0399933,206.6399994,1723.640015
E2,19061.80078,63858.44922,90243.1875,12248.29102,856.9299927,248.5700073,1889.400024,68.40000153,907.1999512,1081.799927,27.8200016,272.2399902,303.3999939,2497.719971
E3,19559.69922,59427.92969,89695.51563,12092.07031,1710.51001,398.6500244,2648.51001,535.5,2639.699951,1284.299927,58.85000229,405.8999939,381.2999878,3504.679932
E4,20180,77416.92188,97772.20313,17530.88086,1570.47998,426.7900085,2672.630127,1154.699951,2385,1424.699951,65.27000427,485.4400024,477.2399902,4422.259766
E5,20789.30078,64110.48047,87922.32813,10089.03027,1535.640015,307.5299988,1687.730103,183.5999908,3077.099854,925.1999512,18.19000053,250.0999908,312.4199829,1550.619995
E6,21492.40039,54192.03125,90026.08594,9006.19043,2344.330078,428.8000183,2289.390137,75.59999847,4919.399902,1147.5,36.38000107,391.1399841,260.7600098,3089.76001
E7,21796.5,56958.78125,86665.35938,13828.68066,921.25,280.730011,1945.680054,202.5,832.5,916.1999512,16.05000114,384.5799866,296.8399963,3897.459961
E8,22129.40039,61290.71875,90138.42969,13214.50098,1628.77002,232.4900055,590.9400024,120.5999985,3494.699951,659.7000122,66.34000397,104.1399994,458.3800049,1087.319946
E9,22451.19922,58783.44141,87096.03125,12537.19043,1821.060059,333.6600037,1845.850098,520.2000122,3504.599854,1134,17.12000084,282.8999939,290.2799988,2933.139893
E10,22896.09961,57035.96875,90128.74219,10253.81055,741.0200195,201,1500.800049,283.5,682.2000122,702.8999634,-3.210000038,305.0400085,1059.439941,2562.5
E11,23369.40039,61263.75,87489.50781,11943.34082,974.8500366,282.0700073,1811.680054,256.5,1234.799927,972.8999634,16.05000114,271.4199829,248.4599915,2739.619873
E12,23610.59961,54576.12109,87264.27344,12345.66016,990.9300537,266.6600037,1469.310059,212.3999939,1326.599976,773.0999756,20.33000183,195.9799957,267.3200073,1774.47998
F1,24038,60690.87109,87331.75,9547.610352,526.6199951,178.8899994,1192.599976,8.099999428,638.0999756,560.7000122,20.33000183,229.5999908,349.3200073,1783.5
F2,24766.5,67535.67188,93900.875,11630.90039,574.8599854,175.5400085,1252.900024,617.3999634,395.0999756,822.5999756,27.8200016,191.0599976,259.1199951,1707.23999
F3,25148.40039,61150.28906,86401.17188,11949.76074,704.1700439,217.75,1520.900024,63.89999771,561.5999756,856.7999878,22.47000122,230.4199982,318.980011,2007.359985
F4,25647.5,57371.69922,85840.77344,11486.4502,790.6000366,231.8200073,1415.040039,268.1999817,1203.299927,724.5,22.47000122,265.6799927,354.2399902,2286.159912
F5,26056.90039,62439.26953,95654.88281,11461.84082,905.8400269,281.3999939,1641.5,136.8000031,1118.699951,860.3999634,5.350000381,332.9199829,368.1799927,3263.599854
F6,26288.59961,58996.41016,86883.1875,9246.94043,1480.700073,373.8600159,2555.380127,297,1995.299927,1412.099976,41.73000336,297.6600037,339.480011,2982.340088
F7,26497.30078,67940.21875,90425.0625,11696.1709,1439.830078,336.3399963,2178.170166,711,2303.099854,1125.900024,58.85000229,301.7600098,373.9199829,2641.219971
F8,26980.19922,58224.51172,94659.0625,11984.00098,925.2700195,231.1500092,1529.609985,1162.799927,1422.899902,908.0999756,24.61000061,350.9599915,295.2000122,3199.639893
F9,27413.69922,62829.87109,87689.125,11206.11035,1221.410034,286.7600098,1733.290039,363.5999756,1858.5,866.6999512,19.26000023,247.6399994,337.019989,2506.73999
F10,28171.69922,57761.37109,87772.42188,11522.83008,845.5400391,217.0800018,1526.26001,54,900,808.1999512,21.40000153,173.8399963,209.0999908,1687.559937
F11,28422.69922,60607.17188,88244.02344,10137.18066,848.8900146,209.0400085,1510.850098,252.8999939,1044,784.7999878,36.38000107,192.6999969,254.1999969,1932.73999
F12,28825.40039,57302.87891,85985.14844,9904.990234,580.8900146,161.4700012,975.5200195,9,639.8999634,559.7999878,19.26000023,173.0200043,166.4599915,1517
G1,30319.90039,47660.64063,86305.64844,9958.490234,956.7600098,201.6699982,1249.550049,463.5,1410.299927,675,12.84000015,188.5999908,265.6799927,1854.02002
G2,30795.30078,52974.66016,82816.42969,11898.40039,2258.570068,366.4900208,1644.180054,976.5,4824,1029.599976,25.68000031,337.8399963,326.3599854,3772.820068
G3,31056.19922,61619.01172,89713.27344,12098.49023,1501.470093,313.5599976,2052.880127,790.1999512,2867.399902,1038.599976,14.9800005,296.8399963,496.1000061,2350.939941
G4,31520,71408.1875,93469.02344,17161.73047,927.9500122,286.7600098,2156.72998,123.2999954,712.7999878,983.6999512,14.9800005,282.8999939,325.5400085,2050
G5,31805.19922,60530.91016,85970.86719,9517.650391,1245.530029,280.0599976,1638.150024,78.29999542,2435.399902,1053.900024,16.05000114,322.2600098,235.3399963,2953.639893
G6,32124.30078,61665.51172,86954.79688,11790.33105,1216.050049,300.1600037,1552.390015,309.6000061,2444.399902,847.7999878,-7.490000248,368.1799927,309.1399841,2268.119873
G7,32796.60156,66040.23438,89915.92188,15053.83105,1451.890015,414.730011,2811.98999,252.8999939,2004.299927,1279.799927,22.47000122,361.6199951,349.3200073,3505.5
G8,33443,59484.66016,87292.29688,11073.43066,1465.960083,418.0800171,2576.820068,65.69999695,1816.199951,1286.099976,-13.9100008,300.9400024,414.1000061,3539.939941
G9,34018,52986.75,84863.74219,9848.280273,849.5599976,174.8700104,1218.060059,37.79999924,831.5999756,846,35.31000137,198.4400024,268.1399841,1414.5
G10,34307.30078,52915.14063,85090.09375,12154.13086,830.8000488,207.0299988,1262.950073,525.5999756,1513.799927,667.7999878,13.9100008,191.0599976,241.0800018,1680.179932
G11,34561.39844,56344.05078,83790.50781,9138.870117,1091.430054,235.8400116,1443.180054,74.69999695,1734.299927,738,16.05000114,321.4400024,345.2200012,2966.76001
G12,34979.69922,50654.30859,84166.13281,9796.920898,831.4700317,245.8899994,1496.109985,283.5,1342.799927,990.8999634,29.96000099,207.4599915,197.6199951,2338.639893
H1,35199.60156,80053.46875,98798.24219,19514.66016,1992.580078,244.5500031,664.6400146,79.19999695,1871.099976,435.5999756,32.10000229,434.6000061,416.5599976,3076.639893
H2,35427.39844,58523.03906,87296.35938,10236.69043,974.1800537,231.1500092,1402.97998,468.8999939,1865.699951,866.6999512,34.24000168,186.1399994,257.480011,2189.399902
H3,36151.30078,64302.99219,92132.95313,15303.14063,1353.400024,378.5500183,2666.600098,381.5999756,1649.699951,1353.599976,23.54000092,323.0799866,314.8800049,2925.76001
H4,37134.30078,62440.19922,87709.375,12505.09082,502.5,179.5599976,1165.130005,62.09999847,408.5999756,762.2999878,-5.350000381,174.6600037,294.3800049,1679.359985
H5,37507.60156,68770.71094,91965.58594,13473.44043,1134.97998,330.3099976,2293.410156,130.5,1490.399902,1269,21.40000153,270.6000061,387.0400085,3248.840088
H6,37783.60156,62635.5,89099,12058.90039,907.1799927,270.0100098,1854.560059,96.29999542,1180.799927,924.2999878,0,300.1199951,332.9199829,2695.340088
H7,38524.80078,56350.55859,86857.10156,9412.790039,1601.970093,303.5100098,1705.150024,81.90000153,2937.599854,935.0999756,31.03000069,181.2200012,292.7399902,1793.339966
H8,38852.39844,53155.08203,88841.69531,10377.93066,1038.5,293.460022,1890.070068,291.6000061,1169.099976,866.6999512,32.10000229,362.4400024,319.7999878,3590.780029
H9,39104.30078,55761.87109,86807.21094,9544.400391,1991.23999,301.5,1366.800049,208.7999878,4698,1115.099976,39.59000015,244.3600006,240.2599945,2231.219971
H10,39684,64614.53906,90689.78906,11856.6709,1089.420044,237.8500061,1407.670044,169.1999969,1957.5,917.0999756,54.57000351,160.7200012,323.0799866,1086.5
H11,40055.30078,65273.91016,88523.10938,10843.38086,1497.450073,337.6800232,2005.310059,508.5,2865.599854,1178.099976,35.31000137,350.1399841,300.9400024,3282.459961
H12,40789.10156,60409.08203,87081.13281,12951.28027,1527.600098,345.7200012,2152.709961,114.2999954,2415.599854,1130.400024,13.9100008,304.2200012,333.7399902,2848.679932
